id,group,page,converted
20978,treatment,new page,no
21096,treatment,new page,no
19219,treatment,new page,no
12673,control,old page,no
21190,treatment,new page,yes
19900,treatment,new page,no
21392,treatment,new page,yes
13345,control,old page,yes
11898,control,old page,no
19817,treatment,new page,yes
20516,treatment,new page,no
21854,treatment,new page,no
21138,treatment,new page,no
20365,treatment,new page,no
19417,treatment,new page,no
20862,treatment,new page,no
21101,treatment,new page,no
19903,treatment,new page,no
13157,control,old page,no
12057,control,old page,no
20882,treatment,new page,no
12644,control,old page,no
12211,control,old page,no
13381,control,old page,no
12651,control,old page,no
12552,control,old page,no
12967,control,old page,no
13331,control,old page,no
21611,treatment,new page,no
19760,treatment,new page,no
20440,treatment,new page,no
12969,control,old page,no
13006,control,old page,yes
13268,control,old page,no
21353,treatment,new page,no
21670,treatment,new page,no
19071,treatment,new page,no
12457,control,old page,no
19106,treatment,new page,no
22052,treatment,new page,no
21678,treatment,new page,no
19652,treatment,new page,yes
12781,control,old page,yes
12552,control,old page,yes
20023,treatment,new page,no
13214,control,old page,yes
12108,control,old page,no
12432,control,old page,no
21131,treatment,new page,no
12336,control,old page,no
20251,treatment,new page,no
12510,control,old page,no
20283,treatment,new page,no
20044,treatment,new page,no
12768,control,old page,no
13156,control,old page,no
22350,treatment,new page,no
19881,treatment,new page,no
13359,control,old page,yes
12633,control,old page,no
21250,treatment,new page,no
19536,treatment,new page,no
22101,treatment,new page,no
19418,treatment,new page,no
19862,treatment,new page,no
13222,control,old page,no
19639,treatment,new page,no
21746,treatment,new page,no
20037,treatment,new page,no
21285,treatment,new page,no
19946,treatment,new page,yes
12747,control,old page,yes
12567,control,old page,no
13408,control,old page,no
18950,treatment,new page,no
12686,control,old page,no
21769,treatment,new page,yes
12597,control,old page,no
13150,control,old page,no
22175,treatment,new page,yes
18954,treatment,new page,no
19889,treatment,new page,no
13048,control,old page,no
20173,treatment,new page,yes
13248,control,old page,no
20342,treatment,new page,no
12419,control,old page,no
12294,control,old page,yes
12244,control,old page,no
12145,control,old page,no
19504,treatment,new page,no
12808,control,old page,no
18886,treatment,new page,no
21206,treatment,new page,no
12659,control,old page,yes
20097,treatment,new page,no
19630,treatment,new page,no
13128,control,old page,no
21129,treatment,new page,no
12731,control,old page,no
12700,control,old page,no
21490,treatment,new page,yes
12950,control,old page,no
18959,treatment,new page,yes
12506,control,old page,no
12109,control,old page,no
21650,treatment,new page,no
12984,control,old page,no
13244,control,old page,no
20479,treatment,new page,no
11950,control,old page,no
20733,treatment,new page,yes
20272,treatment,new page,yes
19884,treatment,new page,yes
19363,treatment,new page,yes
13257,control,old page,no
19149,treatment,new page,no
12802,control,old page,no
12082,control,old page,no
11975,control,old page,yes
19801,treatment,new page,no
12643,control,old page,no
12250,control,old page,no
20458,treatment,new page,yes
21790,treatment,new page,yes
13088,control,old page,no
12751,control,old page,no
19442,treatment,new page,yes
12040,control,old page,no
22169,treatment,new page,yes
12659,control,old page,yes
12696,control,old page,no
13119,control,old page,no
20921,treatment,new page,no
13424,control,old page,yes
12581,control,old page,no
12832,control,old page,no
13073,control,old page,no
13262,control,old page,no
12159,control,old page,no
19735,treatment,new page,no
20226,treatment,new page,no
11974,control,old page,no
12497,control,old page,no
12029,control,old page,no
19483,treatment,new page,no
20561,treatment,new page,no
19728,treatment,new page,no
20189,treatment,new page,no
20171,treatment,new page,no
13206,control,old page,yes
20830,treatment,new page,no
12249,control,old page,no
12717,control,old page,no
12330,control,old page,no
12400,control,old page,no
22444,treatment,new page,no
22431,treatment,new page,no
13347,control,old page,no
13404,control,old page,no
20482,treatment,new page,no
21036,treatment,new page,no
12789,control,old page,yes
19315,treatment,new page,no
19358,treatment,new page,no
21228,treatment,new page,no
11965,control,old page,yes
13437,control,old page,yes
18939,treatment,new page,no
19832,treatment,new page,no
19924,treatment,new page,no
18985,treatment,new page,yes
20079,treatment,new page,no
12992,control,old page,no
20895,treatment,new page,no
12280,control,old page,no
12414,control,old page,yes
12724,control,old page,no
13417,control,old page,no
21613,treatment,new page,no
11914,control,old page,yes
13062,control,old page,no
21810,treatment,new page,no
12716,control,old page,no
12664,control,old page,no
12259,control,old page,no
12115,control,old page,no
19338,treatment,new page,no
12954,control,old page,yes
19225,treatment,new page,no
19768,treatment,new page,no
21782,treatment,new page,no
12618,control,old page,no
19205,treatment,new page,no
19560,treatment,new page,yes
13187,control,old page,no
11969,control,old page,no
12529,control,old page,no
22274,treatment,new page,no
22453,treatment,new page,yes
12676,control,old page,no
12011,control,old page,no
12564,control,old page,yes
13034,control,old page,no
20345,treatment,new page,no
21059,treatment,new page,no
12276,control,old page,no
12869,control,old page,no
12779,control,old page,no
20583,treatment,new page,no
21905,treatment,new page,yes
19000,treatment,new page,yes
12603,control,old page,no
12084,control,old page,no
13286,control,old page,yes
19964,treatment,new page,yes
11900,control,old page,no
20429,treatment,new page,yes
12493,control,old page,yes
21561,treatment,new page,no
21105,treatment,new page,no
19458,treatment,new page,yes
13249,control,old page,no
12658,control,old page,no
19838,treatment,new page,no
12714,control,old page,no
11911,control,old page,no
12593,control,old page,no
12732,control,old page,no
20807,treatment,new page,no
13436,control,old page,no
21411,treatment,new page,no
12776,control,old page,yes
21338,treatment,new page,no
12864,control,old page,yes
21257,treatment,new page,yes
12364,control,old page,no
12187,control,old page,no
13442,control,old page,no
12802,control,old page,no
21356,treatment,new page,no
12925,control,old page,yes
21316,treatment,new page,no
22432,treatment,new page,no
22354,treatment,new page,yes
13316,control,old page,no
19409,treatment,new page,no
11881,control,old page,no
12646,control,old page,no
20354,treatment,new page,no
19915,treatment,new page,no
12301,control,old page,no
13221,control,old page,no
20147,treatment,new page,no
12329,control,old page,no
12126,control,old page,yes
13314,control,old page,no
12935,control,old page,no
21736,treatment,new page,yes
12961,control,old page,no
21148,treatment,new page,no
12720,control,old page,no
12873,control,old page,no
12705,control,old page,no
19750,treatment,new page,yes
13252,control,old page,no
12495,control,old page,yes
12042,control,old page,no
22312,treatment,new page,no
19263,treatment,new page,no
13316,control,old page,no
12252,control,old page,no
21680,treatment,new page,no
13209,control,old page,no
19072,treatment,new page,yes
22159,treatment,new page,yes
20729,treatment,new page,no
20027,treatment,new page,no
13090,control,old page,no
13138,control,old page,yes
21155,treatment,new page,no
13449,control,old page,no
22396,treatment,new page,no
13439,control,old page,no
12253,control,old page,no
20974,treatment,new page,no
20600,treatment,new page,no
19866,treatment,new page,no
13167,control,old page,no
12011,control,old page,no
19609,treatment,new page,no
12094,control,old page,no
12480,control,old page,no
21271,treatment,new page,yes
12523,control,old page,no
12050,control,old page,no
18903,treatment,new page,no
12225,control,old page,no
22075,treatment,new page,no
20247,treatment,new page,no
21711,treatment,new page,no
12374,control,old page,no
13172,control,old page,no
12621,control,old page,no
12288,control,old page,no
20225,treatment,new page,no
22208,treatment,new page,yes
13108,control,old page,no
19945,treatment,new page,no
19556,treatment,new page,yes
12100,control,old page,no
21110,treatment,new page,no
20690,treatment,new page,no
22141,treatment,new page,no
19595,treatment,new page,no
12052,control,old page,no
20678,treatment,new page,no
12129,control,old page,no
12227,control,old page,no
21831,treatment,new page,no
19888,treatment,new page,no
12369,control,old page,no
12043,control,old page,no
19562,treatment,new page,no
20498,treatment,new page,no
13339,control,old page,no
12117,control,old page,no
21187,treatment,new page,no
12324,control,old page,no
12238,control,old page,no
19143,treatment,new page,no
12498,control,old page,no
19805,treatment,new page,no
21614,treatment,new page,yes
13245,control,old page,no
12340,control,old page,no
22363,treatment,new page,yes
12934,control,old page,no
18961,treatment,new page,no
13392,control,old page,no
12919,control,old page,no
22044,treatment,new page,no
12136,control,old page,no
20434,treatment,new page,no
20787,treatment,new page,no
19574,treatment,new page,yes
12550,control,old page,yes
19990,treatment,new page,no
12627,control,old page,no
13403,control,old page,no
12030,control,old page,no
20582,treatment,new page,no
13275,control,old page,no
22103,treatment,new page,no
11895,control,old page,no
19401,treatment,new page,no
12660,control,old page,no
18989,treatment,new page,no
12788,control,old page,yes
13427,control,old page,no
13182,control,old page,no
12302,control,old page,no
19867,treatment,new page,no
12834,control,old page,no
21400,treatment,new page,no
20316,treatment,new page,yes
13291,control,old page,no
19312,treatment,new page,no
20578,treatment,new page,no
20466,treatment,new page,no
19983,treatment,new page,yes
19698,treatment,new page,no
11914,control,old page,yes
21964,treatment,new page,yes
18997,treatment,new page,yes
19047,treatment,new page,no
12388,control,old page,no
12666,control,old page,no
21882,treatment,new page,no
21801,treatment,new page,no
20256,treatment,new page,no
12689,control,old page,no
20156,treatment,new page,no
12112,control,old page,no
12839,control,old page,no
21086,treatment,new page,no
12199,control,old page,no
12516,control,old page,yes
12976,control,old page,no
21620,treatment,new page,no
19425,treatment,new page,no
21512,treatment,new page,no
12936,control,old page,no
12078,control,old page,no
12890,control,old page,no
13101,control,old page,no
12921,control,old page,no
22001,treatment,new page,no
12658,control,old page,no
12793,control,old page,no
20860,treatment,new page,no
13444,control,old page,no
19781,treatment,new page,no
11963,control,old page,no
13385,control,old page,no
12830,control,old page,yes
13065,control,old page,no
12821,control,old page,yes
22387,treatment,new page,no
12255,control,old page,no
21688,treatment,new page,no
22395,treatment,new page,yes
11918,control,old page,no
12773,control,old page,no
21301,treatment,new page,yes
19028,treatment,new page,no
11992,control,old page,yes
21631,treatment,new page,no
12197,control,old page,no
12463,control,old page,no
20007,treatment,new page,no
20661,treatment,new page,no
20590,treatment,new page,no
20499,treatment,new page,no
21021,treatment,new page,no
12325,control,old page,no
21039,treatment,new page,yes
11915,control,old page,no
19762,treatment,new page,yes
12012,control,old page,no
13118,control,old page,yes
12323,control,old page,no
19329,treatment,new page,yes
11928,control,old page,no
12496,control,old page,yes
20245,treatment,new page,no
12046,control,old page,no
13031,control,old page,no
13165,control,old page,no
22157,treatment,new page,no
13086,control,old page,no
12564,control,old page,no
12360,control,old page,no
12025,control,old page,no
19495,treatment,new page,no
20293,treatment,new page,no
12359,control,old page,yes
19807,treatment,new page,no
19009,treatment,new page,no
19359,treatment,new page,no
12570,control,old page,no
19501,treatment,new page,no
19396,treatment,new page,no
11876,control,old page,no
21855,treatment,new page,no
11878,control,old page,yes
12987,control,old page,no
13235,control,old page,no
12461,control,old page,no
12795,control,old page,no
22328,treatment,new page,no
21577,treatment,new page,no
18923,treatment,new page,no
12604,control,old page,no
11926,control,old page,no
12341,control,old page,no
20433,treatment,new page,no
19864,treatment,new page,no
13234,control,old page,no
13209,control,old page,yes
19137,treatment,new page,no
12652,control,old page,no
20141,treatment,new page,no
19637,treatment,new page,no
20347,treatment,new page,yes
20043,treatment,new page,no
20849,treatment,new page,no
22245,treatment,new page,no
12638,control,old page,no
12982,control,old page,no
12033,control,old page,no
13402,control,old page,no
13078,control,old page,no
21264,treatment,new page,no
21853,treatment,new page,no
13313,control,old page,no
21081,treatment,new page,no
19688,treatment,new page,no
19238,treatment,new page,no
20029,treatment,new page,yes
20030,treatment,new page,yes
13442,control,old page,no
12822,control,old page,no
13157,control,old page,no
20623,treatment,new page,no
20469,treatment,new page,yes
11941,control,old page,no
12092,control,old page,no
13327,control,old page,no
13274,control,old page,no
12095,control,old page,no
13257,control,old page,no
20670,treatment,new page,no
12125,control,old page,no
12991,control,old page,no
20134,treatment,new page,no
19231,treatment,new page,no
12096,control,old page,no
12362,control,old page,no
20501,treatment,new page,no
18876,treatment,new page,no
12127,control,old page,no
19965,treatment,new page,no
21183,treatment,new page,no
21720,treatment,new page,no
13434,control,old page,no
21428,treatment,new page,no
20013,treatment,new page,no
21861,treatment,new page,no
12663,control,old page,no
19195,treatment,new page,no
20477,treatment,new page,yes
21618,treatment,new page,yes
22437,treatment,new page,no
13217,control,old page,no
20254,treatment,new page,no
11922,control,old page,no
12434,control,old page,no
21938,treatment,new page,yes
21765,treatment,new page,no
19019,treatment,new page,no
12354,control,old page,no
12004,control,old page,no
12946,control,old page,yes
12993,control,old page,yes
12312,control,old page,no
11894,control,old page,no
21818,treatment,new page,yes
19147,treatment,new page,no
19766,treatment,new page,no
12537,control,old page,no
21460,treatment,new page,no
20089,treatment,new page,yes
12669,control,old page,no
13391,control,old page,no
11908,control,old page,no
13007,control,old page,no
20352,treatment,new page,no
12846,control,old page,no
12092,control,old page,no
21091,treatment,new page,no
20280,treatment,new page,no
21842,treatment,new page,no
12376,control,old page,yes
20022,treatment,new page,no
20959,treatment,new page,yes
20549,treatment,new page,no
19336,treatment,new page,no
21596,treatment,new page,yes
12404,control,old page,no
13229,control,old page,no
12847,control,old page,no
13042,control,old page,no
21139,treatment,new page,no
19810,treatment,new page,no
19063,treatment,new page,no
12417,control,old page,no
12205,control,old page,no
11891,control,old page,no
13406,control,old page,no
12457,control,old page,no
12088,control,old page,no
20228,treatment,new page,no
19176,treatment,new page,no
19947,treatment,new page,yes
19508,treatment,new page,no
21207,treatment,new page,no
12201,control,old page,no
13053,control,old page,yes
13158,control,old page,no
20118,treatment,new page,no
22240,treatment,new page,no
13350,control,old page,no
21510,treatment,new page,no
13337,control,old page,no
12737,control,old page,no
13402,control,old page,yes
12040,control,old page,no
20078,treatment,new page,no
12739,control,old page,no
11960,control,old page,yes
12026,control,old page,no
20294,treatment,new page,no
19581,treatment,new page,no
19013,treatment,new page,yes
12268,control,old page,no
22289,treatment,new page,no
12070,control,old page,no
21641,treatment,new page,no
13005,control,old page,no
13198,control,old page,no
12608,control,old page,yes
19345,treatment,new page,yes
12572,control,old page,no
20782,treatment,new page,no
19910,treatment,new page,no
11906,control,old page,no
21730,treatment,new page,no
21294,treatment,new page,no
22093,treatment,new page,no
12900,control,old page,no
12588,control,old page,yes
22359,treatment,new page,yes
19716,treatment,new page,yes
12155,control,old page,no
12437,control,old page,yes
12716,control,old page,no
12657,control,old page,no
20810,treatment,new page,no
12924,control,old page,no
13278,control,old page,no
12462,control,old page,no
21149,treatment,new page,no
12510,control,old page,no
12763,control,old page,no
21331,treatment,new page,no
20052,treatment,new page,no
11924,control,old page,no
19477,treatment,new page,yes
13436,control,old page,no
20725,treatment,new page,yes
12944,control,old page,no
19527,treatment,new page,no
19064,treatment,new page,no
12975,control,old page,no
12591,control,old page,no
21963,treatment,new page,no
13227,control,old page,no
20021,treatment,new page,yes
12956,control,old page,no
19600,treatment,new page,yes
22438,treatment,new page,no
12032,control,old page,no
13181,control,old page,no
22076,treatment,new page,no
12979,control,old page,no
13092,control,old page,no
12254,control,old page,no
19582,treatment,new page,no
19010,treatment,new page,no
20817,treatment,new page,no
21563,treatment,new page,no
20545,treatment,new page,no
21363,treatment,new page,no
22377,treatment,new page,no
22177,treatment,new page,no
19926,treatment,new page,no
12112,control,old page,yes
12885,control,old page,no
19663,treatment,new page,yes
13344,control,old page,no
21420,treatment,new page,yes
18904,treatment,new page,no
13106,control,old page,no
13197,control,old page,no
21227,treatment,new page,no
21401,treatment,new page,no
12044,control,old page,no
20491,treatment,new page,no
12772,control,old page,no
12230,control,old page,no
13335,control,old page,yes
19856,treatment,new page,no
21068,treatment,new page,no
20741,treatment,new page,no
12410,control,old page,yes
12877,control,old page,no
19431,treatment,new page,no
20973,treatment,new page,yes
12280,control,old page,no
12538,control,old page,no
13078,control,old page,no
12089,control,old page,no
20468,treatment,new page,no
12257,control,old page,yes
19173,treatment,new page,no
12337,control,old page,no
13299,control,old page,no
11944,control,old page,yes
12796,control,old page,no
12682,control,old page,no
11920,control,old page,no
21381,treatment,new page,no
20539,treatment,new page,no
12231,control,old page,no
18921,treatment,new page,no
21090,treatment,new page,yes
12970,control,old page,yes
21902,treatment,new page,no
13220,control,old page,no
13249,control,old page,no
12455,control,old page,no
20698,treatment,new page,no
21981,treatment,new page,yes
11991,control,old page,no
13047,control,old page,no
21518,treatment,new page,no
12579,control,old page,no
12378,control,old page,no
22019,treatment,new page,no
12026,control,old page,no
21431,treatment,new page,no
22368,treatment,new page,no
20358,treatment,new page,no
12815,control,old page,no
21562,treatment,new page,no
21821,treatment,new page,no
12754,control,old page,no
12572,control,old page,no
21309,treatment,new page,no
12356,control,old page,no
11986,control,old page,no
12707,control,old page,no
12229,control,old page,no
22223,treatment,new page,yes
19397,treatment,new page,no
13114,control,old page,no
22134,treatment,new page,no
21642,treatment,new page,no
19685,treatment,new page,yes
13029,control,old page,yes
13085,control,old page,no
12395,control,old page,no
20508,treatment,new page,no
19264,treatment,new page,no
22194,treatment,new page,no
18981,treatment,new page,no
12420,control,old page,no
13190,control,old page,no
12354,control,old page,no
22062,treatment,new page,no
12074,control,old page,yes
13013,control,old page,yes
12167,control,old page,no
13136,control,old page,yes
13001,control,old page,no
13352,control,old page,no
11884,control,old page,no
12118,control,old page,no
19682,treatment,new page,no
12273,control,old page,yes
12604,control,old page,no
19050,treatment,new page,no
19129,treatment,new page,no
22193,treatment,new page,no
12069,control,old page,no
13005,control,old page,no
12307,control,old page,no
22406,treatment,new page,no
13235,control,old page,no
12019,control,old page,no
12728,control,old page,no
20381,treatment,new page,no
11877,control,old page,no
22118,treatment,new page,no
12840,control,old page,yes
12889,control,old page,yes
13102,control,old page,no
13174,control,old page,no
22114,treatment,new page,no
13255,control,old page,no
19180,treatment,new page,yes
21794,treatment,new page,no
12547,control,old page,no
19118,treatment,new page,yes
12476,control,old page,no
12028,control,old page,no
13371,control,old page,no
19822,treatment,new page,no
13074,control,old page,no
19186,treatment,new page,no
12974,control,old page,no
19300,treatment,new page,no
21048,treatment,new page,no
13325,control,old page,no
12563,control,old page,yes
22143,treatment,new page,no
19451,treatment,new page,no
12100,control,old page,no
12477,control,old page,no
12257,control,old page,no
20099,treatment,new page,no
19802,treatment,new page,no
19371,treatment,new page,yes
20295,treatment,new page,no
12460,control,old page,no
12613,control,old page,no
19836,treatment,new page,no
13452,control,old page,no
19366,treatment,new page,no
20298,treatment,new page,no
22113,treatment,new page,no
19971,treatment,new page,yes
13440,control,old page,no
11888,control,old page,no
12654,control,old page,no
12737,control,old page,no
19829,treatment,new page,no
22299,treatment,new page,no
20743,treatment,new page,yes
21346,treatment,new page,no
19961,treatment,new page,no
12831,control,old page,no
13138,control,old page,yes
20383,treatment,new page,no
19022,treatment,new page,no
12923,control,old page,no
19898,treatment,new page,no
13104,control,old page,no
13081,control,old page,no
19505,treatment,new page,no
22189,treatment,new page,no
20036,treatment,new page,no
13181,control,old page,no
13224,control,old page,no
20287,treatment,new page,no
13036,control,old page,no
21634,treatment,new page,no
22447,treatment,new page,no
13012,control,old page,no
12594,control,old page,no
19611,treatment,new page,no
22059,treatment,new page,no
18966,treatment,new page,yes
19497,treatment,new page,no
19732,treatment,new page,no
20967,treatment,new page,no
13118,control,old page,no
22138,treatment,new page,no
12133,control,old page,no
21445,treatment,new page,no
19478,treatment,new page,no
21663,treatment,new page,no
19296,treatment,new page,no
21269,treatment,new page,no
11990,control,old page,no
13107,control,old page,no
12504,control,old page,no
12314,control,old page,no
13069,control,old page,no
20058,treatment,new page,no
21416,treatment,new page,no
12094,control,old page,yes
20184,treatment,new page,no
12369,control,old page,yes
21322,treatment,new page,no
20650,treatment,new page,yes
20001,treatment,new page,no
18891,treatment,new page,no
19753,treatment,new page,no
12390,control,old page,no
19506,treatment,new page,no
12018,control,old page,no
12765,control,old page,no
19211,treatment,new page,yes
22275,treatment,new page,yes
19426,treatment,new page,no
13073,control,old page,no
11908,control,old page,no
12270,control,old page,no
13239,control,old page,no
12077,control,old page,no
12016,control,old page,no
22192,treatment,new page,no
12175,control,old page,no
20619,treatment,new page,no
19110,treatment,new page,no
22247,treatment,new page,no
13296,control,old page,no
21404,treatment,new page,yes
19787,treatment,new page,no
19625,treatment,new page,no
19606,treatment,new page,no
19404,treatment,new page,no
19777,treatment,new page,no
12156,control,old page,no
19491,treatment,new page,yes
20602,treatment,new page,yes
22362,treatment,new page,no
21470,treatment,new page,yes
21776,treatment,new page,no
12473,control,old page,no
12913,control,old page,yes
21789,treatment,new page,yes
21791,treatment,new page,no
11887,control,old page,no
22290,treatment,new page,no
19441,treatment,new page,yes
12933,control,old page,no
12503,control,old page,no
12482,control,old page,no
12894,control,old page,yes
21364,treatment,new page,no
11940,control,old page,no
12272,control,old page,no
19032,treatment,new page,no
11916,control,old page,no
13111,control,old page,no
12953,control,old page,no
12698,control,old page,no
12774,control,old page,no
21948,treatment,new page,no
21708,treatment,new page,no
19440,treatment,new page,no
19322,treatment,new page,no
20604,treatment,new page,no
12089,control,old page,no
13318,control,old page,yes
19923,treatment,new page,no
19535,treatment,new page,no
13281,control,old page,no
19083,treatment,new page,yes
20413,treatment,new page,no
13146,control,old page,yes
12115,control,old page,no
12425,control,old page,no
19093,treatment,new page,no
20727,treatment,new page,no
20144,treatment,new page,yes
20279,treatment,new page,no
12589,control,old page,no
13078,control,old page,no
22371,treatment,new page,no
12454,control,old page,yes
12253,control,old page,no
19139,treatment,new page,no
20506,treatment,new page,no
20137,treatment,new page,yes
12746,control,old page,no
12465,control,old page,no
13126,control,old page,no
13278,control,old page,no
12003,control,old page,no
13294,control,old page,no
12091,control,old page,no
12198,control,old page,no
13261,control,old page,yes
19550,treatment,new page,no
22260,treatment,new page,no
11959,control,old page,no
13355,control,old page,no
19949,treatment,new page,no
13080,control,old page,no
19845,treatment,new page,no
12165,control,old page,yes
12013,control,old page,no
12241,control,old page,no
21661,treatment,new page,no
12266,control,old page,no
13266,control,old page,yes
19617,treatment,new page,yes
20572,treatment,new page,no
19599,treatment,new page,yes
13336,control,old page,no
13031,control,old page,no
19878,treatment,new page,no
21202,treatment,new page,yes
22218,treatment,new page,no
12004,control,old page,no
13399,control,old page,no
19641,treatment,new page,no
21500,treatment,new page,no
20000,treatment,new page,no
12677,control,old page,yes
19081,treatment,new page,no
20697,treatment,new page,no
21777,treatment,new page,yes
20455,treatment,new page,no
21580,treatment,new page,no
12709,control,old page,no
12517,control,old page,no
12373,control,old page,no
12408,control,old page,no
21639,treatment,new page,no
13218,control,old page,no
12351,control,old page,no
13193,control,old page,no
12962,control,old page,yes
11935,control,old page,no
21167,treatment,new page,no
12943,control,old page,no
12484,control,old page,yes
11901,control,old page,yes
12468,control,old page,no
12355,control,old page,no
11980,control,old page,no
19714,treatment,new page,no
20519,treatment,new page,no
18958,treatment,new page,no
12546,control,old page,no
22241,treatment,new page,no
12691,control,old page,no
21718,treatment,new page,no
12700,control,old page,no
13021,control,old page,no
21721,treatment,new page,no
13243,control,old page,no
21175,treatment,new page,no
20311,treatment,new page,no
21699,treatment,new page,no
13028,control,old page,yes
19904,treatment,new page,yes
13426,control,old page,no
19485,treatment,new page,no
21393,treatment,new page,yes
13231,control,old page,no
12571,control,old page,yes
22073,treatment,new page,no
19220,treatment,new page,no
21009,treatment,new page,no
22416,treatment,new page,no
13438,control,old page,no
19490,treatment,new page,no
13226,control,old page,no
12618,control,old page,no
19744,treatment,new page,no
19653,treatment,new page,yes
21847,treatment,new page,no
12763,control,old page,no
19462,treatment,new page,no
21014,treatment,new page,no
21664,treatment,new page,no
21388,treatment,new page,no
20170,treatment,new page,no
19608,treatment,new page,no
12432,control,old page,yes
21889,treatment,new page,yes
21702,treatment,new page,no
12017,control,old page,no
12952,control,old page,no
22056,treatment,new page,no
19190,treatment,new page,no
21752,treatment,new page,yes
21375,treatment,new page,no
21862,treatment,new page,no
13095,control,old page,no
21441,treatment,new page,no
22214,treatment,new page,no
21672,treatment,new page,yes
12296,control,old page,no
21552,treatment,new page,no
20264,treatment,new page,no
22456,treatment,new page,no
19383,treatment,new page,yes
21716,treatment,new page,no
13014,control,old page,no
13043,control,old page,no
12743,control,old page,no
21581,treatment,new page,no
20509,treatment,new page,no
12875,control,old page,no
20634,treatment,new page,no
12485,control,old page,yes
21558,treatment,new page,yes
21774,treatment,new page,yes
19367,treatment,new page,no
20214,treatment,new page,no
12247,control,old page,yes
12755,control,old page,no
20476,treatment,new page,no
22439,treatment,new page,no
12030,control,old page,no
13239,control,old page,no
13046,control,old page,no
20861,treatment,new page,yes
22376,treatment,new page,yes
13072,control,old page,no
20547,treatment,new page,no
20875,treatment,new page,no
12598,control,old page,yes
12227,control,old page,no
13114,control,old page,no
19469,treatment,new page,no
12656,control,old page,no
13007,control,old page,no
19351,treatment,new page,no
20903,treatment,new page,no
13246,control,old page,no
12706,control,old page,no
13015,control,old page,yes
19169,treatment,new page,no
22267,treatment,new page,no
20277,treatment,new page,no
11913,control,old page,no
12512,control,old page,no
21629,treatment,new page,no
19077,treatment,new page,no
12258,control,old page,no
19586,treatment,new page,yes
20735,treatment,new page,yes
20357,treatment,new page,no
19785,treatment,new page,no
12974,control,old page,no
13156,control,old page,yes
20574,treatment,new page,no
12337,control,old page,no
19213,treatment,new page,no
20449,treatment,new page,no
19375,treatment,new page,no
11891,control,old page,no
13044,control,old page,no
21885,treatment,new page,no
20355,treatment,new page,no
12874,control,old page,no
13057,control,old page,yes
20234,treatment,new page,no
12382,control,old page,no
20728,treatment,new page,no
19841,treatment,new page,no
20641,treatment,new page,no
22261,treatment,new page,no
12472,control,old page,no
12106,control,old page,yes
13273,control,old page,no
12115,control,old page,no
21683,treatment,new page,no
19906,treatment,new page,no
19577,treatment,new page,no
19189,treatment,new page,no
19991,treatment,new page,no
12267,control,old page,no
12291,control,old page,no
18969,treatment,new page,no
12782,control,old page,no
13225,control,old page,no
19099,treatment,new page,no
12590,control,old page,no
11909,control,old page,no
12685,control,old page,no
12783,control,old page,no
19390,treatment,new page,no
20706,treatment,new page,yes
12357,control,old page,no
12573,control,old page,no
21215,treatment,new page,no
19803,treatment,new page,no
12575,control,old page,no
19588,treatment,new page,no
21532,treatment,new page,no
12979,control,old page,no
13211,control,old page,no
12049,control,old page,no
12835,control,old page,no
12757,control,old page,yes
12806,control,old page,no
12854,control,old page,no
22005,treatment,new page,yes
12558,control,old page,no
19471,treatment,new page,yes
20217,treatment,new page,no
20905,treatment,new page,no
18897,treatment,new page,no
13415,control,old page,no
20564,treatment,new page,no
11903,control,old page,no
20062,treatment,new page,no
11921,control,old page,yes
11930,control,old page,no
19554,treatment,new page,no
20090,treatment,new page,no
12310,control,old page,no
19175,treatment,new page,no
20146,treatment,new page,no
22408,treatment,new page,yes
12540,control,old page,no
12262,control,old page,no
13162,control,old page,no
19690,treatment,new page,no
12582,control,old page,yes
22450,treatment,new page,no
21665,treatment,new page,no
12805,control,old page,no
12595,control,old page,no
12906,control,old page,no
20376,treatment,new page,no
12276,control,old page,no
12834,control,old page,no
12792,control,old page,no
21114,treatment,new page,no
12846,control,old page,no
11996,control,old page,no
20340,treatment,new page,no
12008,control,old page,no
22163,treatment,new page,no
19062,treatment,new page,yes
12484,control,old page,no
13131,control,old page,no
20399,treatment,new page,no
12216,control,old page,no
12640,control,old page,no
12644,control,old page,no
20009,treatment,new page,no
12902,control,old page,no
22204,treatment,new page,no
13201,control,old page,no
12543,control,old page,yes
20045,treatment,new page,no
12637,control,old page,no
11950,control,old page,no
20635,treatment,new page,no
21195,treatment,new page,no
22048,treatment,new page,no
12503,control,old page,no
20522,treatment,new page,yes
20380,treatment,new page,no
22032,treatment,new page,no
12776,control,old page,yes
13396,control,old page,no
19233,treatment,new page,no
21606,treatment,new page,no
19771,treatment,new page,yes
20041,treatment,new page,no
12010,control,old page,no
12265,control,old page,no
13113,control,old page,no
13022,control,old page,no
18884,treatment,new page,no
12897,control,old page,no
20628,treatment,new page,no
20941,treatment,new page,no
12580,control,old page,no
12500,control,old page,no
21185,treatment,new page,no
21005,treatment,new page,no
12679,control,old page,yes
12964,control,old page,no
20192,treatment,new page,yes
12930,control,old page,no
13168,control,old page,no
21802,treatment,new page,no
19776,treatment,new page,yes
19489,treatment,new page,no
12649,control,old page,no
12614,control,old page,no
22165,treatment,new page,no
12967,control,old page,no
19328,treatment,new page,no
20145,treatment,new page,yes
21941,treatment,new page,no
21750,treatment,new page,yes
21978,treatment,new page,no
12259,control,old page,no
22091,treatment,new page,no
