id,group,page,payment_opt,transacions,revenue
11157,control,old page,Cash On Delivery (COD),2,420.4
20511,treatment,new page,PayPal,4,1635.7
17203,control,old page,PayPal,2,298
22103,treatment,new page,Apple Pay,5,3233.7
17663,treatment,new page,Postpaid Methods,4,1316.1
23203,treatment,new page,Apple Pay,4,1955.3
16523,control,old page,Credit Cards,1,395.9
21197,treatment,new page,Apple Pay,5,1635.7
19015,treatment,new page,Postpaid Methods,5,3020.6
20905,treatment,new page,Apple Pay,6,1103.1
21611,treatment,new page,Apple Pay,5,3073.9
14459,control,old page,PayPal,1,518.4
18575,treatment,new page,Postpaid Methods,5,1795.5
17676,treatment,new page,PayPal,5,1635.7
11973,control,old page,Cash On Delivery (COD),4,885.7
15255,control,old page,Credit Cards,3,1155.1
22038,treatment,new page,Apple Pay,5,2967.3
21449,treatment,new page,Postpaid Methods,4,2381.4
20808,treatment,new page,Postpaid Methods,4,1103.1
20096,treatment,new page,PayPal,5,1955.3
12601,control,old page,Cash On Delivery (COD),1,1400
23546,treatment,new page,Cash On Delivery (COD),4,2221.6
20142,treatment,new page,Apple Pay,5,1795.5
11500,control,old page,Credit Cards,3,493.9
16925,control,old page,PayPal,2,420.4
17365,treatment,new page,Cash On Delivery (COD),5,1742.2
12083,control,old page,Cash On Delivery (COD),1,787.8
22077,treatment,new page,Apple Pay,5,1369.4
11112,control,old page,Cash On Delivery (COD),3,249
16187,control,old page,Credit Cards,1,689.8
18174,treatment,new page,Postpaid Methods,4,2807.6
11533,control,old page,Cash On Delivery (COD),1,640.8
18355,treatment,new page,Postpaid Methods,6,2061.8
16614,control,old page,Credit Cards,1,640.8
23618,treatment,new page,Apple Pay,4,1316.1
23262,treatment,new page,Credit Cards,4,1635.7
11559,control,old page,Credit Cards,1,983.7
20601,treatment,new page,Apple Pay,7,1795.5
17209,control,old page,PayPal,3,1081.6
20368,treatment,new page,Credit Cards,6,1582.4
13106,control,old page,PayPal,2,591.8
12743,control,old page,Credit Cards,1,273.5
11863,control,old page,Credit Cards,1,665.3
14847,control,old page,Cash On Delivery (COD),2,1130.6
11280,control,old page,Cash On Delivery (COD),1,665.3
14200,control,old page,PayPal,2,371.4
16659,control,old page,Cash On Delivery (COD),1,959.2
12044,control,old page,Cash On Delivery (COD),2,395.9
14258,control,old page,Credit Cards,3,322.4
21520,treatment,new page,Postpaid Methods,5,3286.9
16232,control,old page,PayPal,2,224.5
15015,control,old page,Cash On Delivery (COD),3,1351
15986,control,old page,Cash On Delivery (COD),3,346.9
15319,control,old page,Credit Cards,3,885.7
17449,treatment,new page,Postpaid Methods,6,2434.7
17960,treatment,new page,Postpaid Methods,4,3286.9
15158,control,old page,Cash On Delivery (COD),3,1130.6
17242,control,old page,Credit Cards,2,763.3
23605,treatment,new page,Apple Pay,5,3127.1
17831,treatment,new page,Cash On Delivery (COD),5,1742.2
11604,control,old page,Cash On Delivery (COD),3,1155.1
16057,control,old page,Cash On Delivery (COD),1,371.4
23430,treatment,new page,Apple Pay,6,2594.5
23566,treatment,new page,Apple Pay,4,3500
17773,treatment,new page,Postpaid Methods,4,3446.7
17669,treatment,new page,Apple Pay,4,2647.8
15572,control,old page,PayPal,1,1302
12115,control,old page,PayPal,2,1179.6
14044,control,old page,Cash On Delivery (COD),2,934.7
15514,control,old page,Cash On Delivery (COD),2,836.7
18265,treatment,new page,Postpaid Methods,4,2967.3
13481,control,old page,Cash On Delivery (COD),2,1081.6
11196,control,old page,Credit Cards,3,542.9
19566,treatment,new page,Postpaid Methods,6,1902
18828,treatment,new page,PayPal,5,2328.2
14400,control,old page,Credit Cards,3,1253.1
19708,treatment,new page,Apple Pay,6,890
14219,control,old page,Cash On Delivery (COD),1,1057.1
14821,control,old page,PayPal,3,346.9
17656,treatment,new page,Apple Pay,6,2701
22543,treatment,new page,Apple Pay,4,1689
14161,control,old page,Credit Cards,3,1228.6
15041,control,old page,PayPal,2,298
21708,treatment,new page,PayPal,6,1262.9
16264,control,old page,Cash On Delivery (COD),3,885.7
13513,control,old page,Credit Cards,3,1179.6
23676,treatment,new page,Postpaid Methods,4,1422.7
17339,treatment,new page,Postpaid Methods,5,1529.2
16368,control,old page,PayPal,2,1130.6
11513,control,old page,Credit Cards,1,787.8
23857,treatment,new page,Credit Cards,6,1103.1
14310,control,old page,PayPal,3,249
18854,treatment,new page,Credit Cards,7,1689
16374,control,old page,Credit Cards,1,395.9
20478,treatment,new page,Postpaid Methods,5,1635.7
18951,treatment,new page,Apple Pay,4,2914.1
23721,treatment,new page,Apple Pay,4,2061.8
19333,treatment,new page,Apple Pay,4,2701
21261,treatment,new page,Apple Pay,4,996.5
18556,treatment,new page,Apple Pay,6,2594.5
23883,treatment,new page,Cash On Delivery (COD),6,890
11209,control,old page,Credit Cards,1,1057.1
23307,treatment,new page,Postpaid Methods,5,1848.8
20187,treatment,new page,Apple Pay,6,2967.3
13973,control,old page,PayPal,2,298
20795,treatment,new page,Postpaid Methods,6,2168.4
14005,control,old page,Credit Cards,2,1204.1
20685,treatment,new page,PayPal,4,2541.2
18977,treatment,new page,Postpaid Methods,5,2274.9
17934,treatment,new page,Apple Pay,6,2221.6
17009,control,old page,Cash On Delivery (COD),3,1302
13183,control,old page,Credit Cards,2,738.8
18860,treatment,new page,PayPal,6,2754.3
17099,control,old page,Cash On Delivery (COD),2,885.7
11319,control,old page,PayPal,3,787.8
22692,treatment,new page,Postpaid Methods,6,2008.6
21003,treatment,new page,Cash On Delivery (COD),5,1049.8
19630,treatment,new page,Postpaid Methods,4,2274.9
22245,treatment,new page,Postpaid Methods,6,890
13992,control,old page,Credit Cards,2,567.3
14277,control,old page,PayPal,1,885.7
16077,control,old page,PayPal,2,249
18187,treatment,new page,Postpaid Methods,5,2541.2
22938,treatment,new page,Apple Pay,5,2168.4
15727,control,old page,Cash On Delivery (COD),2,1081.6
23359,treatment,new page,Postpaid Methods,5,3393.5
20782,treatment,new page,Apple Pay,5,1582.4
21294,treatment,new page,Cash On Delivery (COD),4,2754.3
12012,control,old page,Cash On Delivery (COD),1,910.2
18614,treatment,new page,PayPal,5,1049.8
21637,treatment,new page,Apple Pay,6,3500
21041,treatment,new page,Apple Pay,6,1475.9
22485,treatment,new page,Apple Pay,4,2701
15824,control,old page,Credit Cards,2,836.7
15132,control,old page,PayPal,2,812.2
18297,treatment,new page,Apple Pay,5,2701
12530,control,old page,Credit Cards,1,322.4
17533,treatment,new page,Cash On Delivery (COD),5,2328.2
19740,treatment,new page,Cash On Delivery (COD),6,1795.5
13164,control,old page,Credit Cards,2,861.2
20841,treatment,new page,Postpaid Methods,4,3127.1
21922,treatment,new page,Postpaid Methods,4,1475.9
19481,treatment,new page,Apple Pay,7,1742.2
14737,control,old page,Credit Cards,1,518.4
14245,control,old page,Cash On Delivery (COD),3,689.8
13306,control,old page,PayPal,1,738.8
12523,control,old page,Credit Cards,1,1400
11623,control,old page,Cash On Delivery (COD),1,616.3
19695,treatment,new page,Apple Pay,6,1529.2
16122,control,old page,PayPal,1,567.3
19896,treatment,new page,Apple Pay,6,1209.6
22271,treatment,new page,Credit Cards,5,3180.4
21423,treatment,new page,Credit Cards,4,1156.3
23294,treatment,new page,Postpaid Methods,4,1422.7
22893,treatment,new page,Credit Cards,4,1902
17112,control,old page,PayPal,2,763.3
15216,control,old page,PayPal,1,1228.6
21100,treatment,new page,Credit Cards,5,3020.6
12206,control,old page,PayPal,3,1008.2
19203,treatment,new page,Postpaid Methods,4,2967.3
16705,control,old page,Cash On Delivery (COD),3,395.9
22873,treatment,new page,PayPal,4,2008.6
19591,treatment,new page,Apple Pay,6,1742.2
13287,control,old page,Cash On Delivery (COD),2,1106.1
14569,control,old page,Credit Cards,1,1155.1
16899,control,old page,Credit Cards,2,1326.5
19339,treatment,new page,Postpaid Methods,4,3073.9
12322,control,old page,Credit Cards,1,1179.6
21935,treatment,new page,Apple Pay,6,3020.6
22679,treatment,new page,Postpaid Methods,5,1316.1
12834,control,old page,Credit Cards,2,812.2
21850,treatment,new page,Cash On Delivery (COD),5,1369.4
12840,control,old page,Credit Cards,3,640.8
22304,treatment,new page,Postpaid Methods,4,1049.8
23100,treatment,new page,Postpaid Methods,6,3340.2
12102,control,old page,Credit Cards,2,444.9
12607,control,old page,Cash On Delivery (COD),2,493.9
11636,control,old page,PayPal,1,395.9
12064,control,old page,Cash On Delivery (COD),1,518.4
16161,control,old page,Cash On Delivery (COD),1,1253.1
17947,treatment,new page,Postpaid Methods,4,2274.9
23417,treatment,new page,PayPal,6,3127.1
11028,control,old page,Cash On Delivery (COD),3,1253.1
23268,treatment,new page,Apple Pay,6,3127.1
23559,treatment,new page,Postpaid Methods,4,2434.7
22808,treatment,new page,Apple Pay,4,1848.8
15637,control,old page,PayPal,2,738.8
13488,control,old page,PayPal,2,567.3
21113,treatment,new page,Postpaid Methods,4,1475.9
16743,control,old page,PayPal,2,420.4
14452,control,old page,Cash On Delivery (COD),2,1008.2
15177,control,old page,Credit Cards,1,1155.1
23896,treatment,new page,Credit Cards,4,1955.3
12484,control,old page,PayPal,2,224.5
16795,control,old page,PayPal,2,959.2
18608,treatment,new page,Apple Pay,5,1955.3
23922,treatment,new page,Postpaid Methods,4,1422.7
22524,treatment,new page,Postpaid Methods,4,1742.2
17986,treatment,new page,Postpaid Methods,5,1848.8
14180,control,old page,Cash On Delivery (COD),2,1130.6
23708,treatment,new page,Apple Pay,4,2860.8
21663,treatment,new page,Postpaid Methods,6,1955.3
21669,treatment,new page,Credit Cards,6,2701
12517,control,old page,Cash On Delivery (COD),2,1228.6
15915,control,old page,Credit Cards,3,371.4
20012,treatment,new page,Apple Pay,4,3180.4
13261,control,old page,Credit Cards,1,934.7
22297,treatment,new page,Postpaid Methods,5,1689
20375,treatment,new page,Postpaid Methods,6,2488
18815,treatment,new page,Postpaid Methods,4,2434.7
22660,treatment,new page,Postpaid Methods,5,943.3
17086,control,old page,Cash On Delivery (COD),1,1057.1
22718,treatment,new page,Credit Cards,6,1902
21734,treatment,new page,Apple Pay,6,2754.3
23449,treatment,new page,Apple Pay,4,1103.1
16976,control,old page,PayPal,1,910.2
15449,control,old page,PayPal,2,910.2
18996,treatment,new page,Postpaid Methods,5,1582.4
11047,control,old page,Credit Cards,2,1277.6
22122,treatment,new page,Cash On Delivery (COD),5,996.5
11099,control,old page,Credit Cards,3,1375.5
15624,control,old page,Credit Cards,2,836.7
23495,treatment,new page,Apple Pay,6,2434.7
18498,treatment,new page,PayPal,6,2274.9
13125,control,old page,Cash On Delivery (COD),1,249
18116,treatment,new page,Apple Pay,6,2701
18167,treatment,new page,Credit Cards,4,1742.2
12918,control,old page,Cash On Delivery (COD),1,249
15138,control,old page,Cash On Delivery (COD),3,836.7
13882,control,old page,PayPal,2,1057.1
21488,treatment,new page,Credit Cards,5,2594.5
18057,treatment,new page,Apple Pay,5,2541.2
12478,control,old page,PayPal,3,322.4
17378,treatment,new page,Apple Pay,5,3393.5
15604,control,old page,PayPal,1,836.7
11772,control,old page,Cash On Delivery (COD),2,224.5
12698,control,old page,Credit Cards,3,298
22355,treatment,new page,Apple Pay,5,2807.6
11759,control,old page,PayPal,1,959.2
21417,treatment,new page,Postpaid Methods,6,3446.7
20465,treatment,new page,PayPal,5,3127.1
14827,control,old page,PayPal,3,1106.1
18983,treatment,new page,Credit Cards,6,2274.9
20090,treatment,new page,Apple Pay,5,1955.3
11261,control,old page,Credit Cards,1,346.9
13604,control,old page,Credit Cards,1,763.3
21941,treatment,new page,Postpaid Methods,4,1049.8
22627,treatment,new page,Postpaid Methods,6,996.5
17268,control,old page,Credit Cards,3,689.8
21585,treatment,new page,Apple Pay,4,1582.4
20291,treatment,new page,Postpaid Methods,5,2061.8
14064,control,old page,PayPal,2,493.9
20323,treatment,new page,Apple Pay,6,3127.1
15294,control,old page,PayPal,2,714.3
19650,treatment,new page,Apple Pay,4,1848.8
16620,control,old page,Credit Cards,1,1008.2
13921,control,old page,PayPal,3,812.2
14303,control,old page,Credit Cards,1,689.8
18070,treatment,new page,Postpaid Methods,6,3500
16213,control,old page,Cash On Delivery (COD),3,836.7
15999,control,old page,PayPal,2,1032.7
16051,control,old page,Credit Cards,2,273.5
14808,control,old page,PayPal,3,1400
21028,treatment,new page,Postpaid Methods,5,1103.1
19080,treatment,new page,Credit Cards,4,2647.8
22239,treatment,new page,Postpaid Methods,5,1049.8
18316,treatment,new page,Apple Pay,4,2647.8
16316,control,old page,Credit Cards,1,1106.1
15488,control,old page,PayPal,2,200
23281,treatment,new page,Apple Pay,5,2328.2
23456,treatment,new page,Apple Pay,6,1955.3
12543,control,old page,Cash On Delivery (COD),3,395.9
15941,control,old page,PayPal,3,249
23520,treatment,new page,Postpaid Methods,4,3446.7
19734,treatment,new page,Postpaid Methods,5,2541.2
23048,treatment,new page,Apple Pay,5,2807.6
12141,control,old page,PayPal,3,395.9
11481,control,old page,Cash On Delivery (COD),2,738.8
15675,control,old page,PayPal,4,1253.1
14763,control,old page,Cash On Delivery (COD),3,1351
13268,control,old page,PayPal,3,469.4
14510,control,old page,Credit Cards,1,518.4
12394,control,old page,Cash On Delivery (COD),2,395.9
18129,treatment,new page,Postpaid Methods,5,1955.3
13274,control,old page,PayPal,1,1057.1
12588,control,old page,Credit Cards,1,469.4
11708,control,old page,Cash On Delivery (COD),3,1228.6
19274,treatment,new page,Postpaid Methods,5,2274.9
18789,treatment,new page,Apple Pay,6,1848.8
14225,control,old page,PayPal,3,518.4
22530,treatment,new page,Postpaid Methods,6,2914.1
19345,treatment,new page,Apple Pay,4,3286.9
13585,control,old page,Cash On Delivery (COD),1,885.7
21320,treatment,new page,Apple Pay,4,2061.8
20944,treatment,new page,Postpaid Methods,5,2541.2
23948,treatment,new page,Apple Pay,5,2061.8
15028,control,old page,Cash On Delivery (COD),2,714.3
20614,treatment,new page,Apple Pay,4,2434.7
23928,treatment,new page,Postpaid Methods,4,3127.1
22465,treatment,new page,Cash On Delivery (COD),6,1156.3
11358,control,old page,Credit Cards,1,787.8
16983,control,old page,Cash On Delivery (COD),3,224.5
20582,treatment,new page,Postpaid Methods,5,2807.6
11986,control,old page,Cash On Delivery (COD),1,861.2
17727,treatment,new page,PayPal,5,1635.7
16070,control,old page,PayPal,3,1228.6
19352,treatment,new page,Apple Pay,4,2061.8
11947,control,old page,PayPal,2,885.7
17151,control,old page,Cash On Delivery (COD),3,249
21106,treatment,new page,Cash On Delivery (COD),6,1902
19417,treatment,new page,PayPal,5,2754.3
21080,treatment,new page,Postpaid Methods,6,3073.9
18180,treatment,new page,Apple Pay,5,2434.7
21164,treatment,new page,Apple Pay,4,2967.3
12355,control,old page,Credit Cards,2,763.3
22977,treatment,new page,Postpaid Methods,6,890
11843,control,old page,Credit Cards,3,1400
11274,control,old page,PayPal,2,395.9
12245,control,old page,PayPal,3,665.3
12180,control,old page,Cash On Delivery (COD),3,910.2
14348,control,old page,Credit Cards,2,763.3
12905,control,old page,Cash On Delivery (COD),1,371.4
23753,treatment,new page,Cash On Delivery (COD),5,3393.5
14698,control,old page,Cash On Delivery (COD),2,493.9
16588,control,old page,Cash On Delivery (COD),1,298
11313,control,old page,Cash On Delivery (COD),1,714.3
19559,treatment,new page,Credit Cards,6,1795.5
17430,treatment,new page,Postpaid Methods,5,2914.1
12329,control,old page,PayPal,1,1375.5
18271,treatment,new page,Apple Pay,5,2860.8
15565,control,old page,PayPal,1,763.3
18044,treatment,new page,PayPal,5,3500
22685,treatment,new page,Cash On Delivery (COD),4,1156.3
19773,treatment,new page,Apple Pay,4,3127.1
14653,control,old page,PayPal,2,1106.1
12627,control,old page,Credit Cards,1,200
13319,control,old page,Cash On Delivery (COD),1,518.4
21216,treatment,new page,Postpaid Methods,4,2967.3
17345,treatment,new page,Apple Pay,4,2381.4
19294,treatment,new page,Postpaid Methods,4,2061.8
22504,treatment,new page,Apple Pay,4,2541.2
17954,treatment,new page,Credit Cards,4,2061.8
12219,control,old page,Credit Cards,3,812.2
13475,control,old page,Credit Cards,3,812.2
21048,treatment,new page,Postpaid Methods,5,3073.9
21624,treatment,new page,Apple Pay,4,1262.9
17844,treatment,new page,Postpaid Methods,4,2967.3
14594,control,old page,Credit Cards,3,249
21986,treatment,new page,Postpaid Methods,6,1635.7
15093,control,old page,Cash On Delivery (COD),3,714.3
22310,treatment,new page,Postpaid Methods,4,1262.9
19727,treatment,new page,PayPal,7,2594.5
21371,treatment,new page,Cash On Delivery (COD),5,2701
21223,treatment,new page,PayPal,6,1529.2
17909,treatment,new page,Postpaid Methods,5,890
13798,control,old page,Credit Cards,2,934.7
13313,control,old page,Credit Cards,1,763.3
18899,treatment,new page,Apple Pay,4,3127.1
19967,treatment,new page,Apple Pay,5,3446.7
22349,treatment,new page,Apple Pay,6,1955.3
12691,control,old page,Credit Cards,3,420.4
19941,treatment,new page,Cash On Delivery (COD),6,2115.1
11695,control,old page,PayPal,3,567.3
19701,treatment,new page,Apple Pay,6,3500
13695,control,old page,Credit Cards,2,787.8
15993,control,old page,PayPal,3,836.7
22491,treatment,new page,PayPal,4,2328.2
11662,control,old page,Credit Cards,3,812.2
18510,treatment,new page,Apple Pay,5,2701
16633,control,old page,PayPal,1,689.8
22757,treatment,new page,Apple Pay,5,2008.6
22912,treatment,new page,Postpaid Methods,4,1316.1
22446,treatment,new page,Postpaid Methods,5,890
20278,treatment,new page,Apple Pay,6,2115.1
16776,control,old page,Credit Cards,1,1253.1
14601,control,old page,PayPal,1,910.2
11779,control,old page,Cash On Delivery (COD),2,616.3
11009,control,old page,PayPal,1,346.9
11526,control,old page,PayPal,3,665.3
21993,treatment,new page,Postpaid Methods,6,3073.9
11403,control,old page,Cash On Delivery (COD),3,273.5
23126,treatment,new page,Credit Cards,4,2221.6
23585,treatment,new page,Postpaid Methods,4,890
23410,treatment,new page,Postpaid Methods,4,3393.5
19248,treatment,new page,Apple Pay,4,1529.2
19132,treatment,new page,Postpaid Methods,7,1529.2
12776,control,old page,Credit Cards,2,1057.1
20892,treatment,new page,Postpaid Methods,5,1582.4
21248,treatment,new page,Postpaid Methods,6,1262.9
22821,treatment,new page,Apple Pay,5,3073.9
22083,treatment,new page,Postpaid Methods,5,3340.2
22841,treatment,new page,Postpaid Methods,5,1209.6
22550,treatment,new page,PayPal,6,3073.9
11080,control,old page,PayPal,3,959.2
12161,control,old page,PayPal,3,444.9
18420,treatment,new page,Postpaid Methods,5,2434.7
12290,control,old page,PayPal,1,885.7
21715,treatment,new page,Postpaid Methods,5,1369.4
18226,treatment,new page,Apple Pay,6,1369.4
22368,treatment,new page,Apple Pay,6,1848.8
15870,control,old page,Cash On Delivery (COD),3,542.9
23980,treatment,new page,Apple Pay,4,1635.7
14879,control,old page,Credit Cards,2,1032.7
12789,control,old page,PayPal,2,714.3
23902,treatment,new page,Credit Cards,4,2541.2
22252,treatment,new page,Credit Cards,6,2274.9
13999,control,old page,Credit Cards,1,371.4
13229,control,old page,Credit Cards,2,616.3
12420,control,old page,PayPal,3,885.7
23145,treatment,new page,Postpaid Methods,5,1582.4
13501,control,old page,PayPal,2,1375.5
23508,treatment,new page,Cash On Delivery (COD),5,2488
15404,control,old page,PayPal,1,1057.1
19138,treatment,new page,Cash On Delivery (COD),4,2647.8
21973,treatment,new page,Postpaid Methods,5,2594.5
17294,control,old page,Credit Cards,3,200
17158,control,old page,PayPal,3,640.8
12724,control,old page,Cash On Delivery (COD),2,1400
15650,control,old page,Credit Cards,3,518.4
11410,control,old page,Cash On Delivery (COD),3,346.9
14840,control,old page,Credit Cards,3,249
20491,treatment,new page,Postpaid Methods,5,3020.6
14504,control,old page,Credit Cards,3,1008.2
11073,control,old page,Credit Cards,3,420.4
17132,control,old page,PayPal,3,1228.6
19397,treatment,new page,Apple Pay,6,1103.1
15863,control,old page,Credit Cards,3,1204.1
16141,control,old page,Cash On Delivery (COD),2,910.2
18245,treatment,new page,Apple Pay,5,2754.3
20459,treatment,new page,Postpaid Methods,5,2168.4
15734,control,old page,Cash On Delivery (COD),1,200
23236,treatment,new page,Cash On Delivery (COD),5,1475.9
12950,control,old page,PayPal,1,910.2
23812,treatment,new page,Apple Pay,5,1209.6
22582,treatment,new page,Postpaid Methods,4,1635.7
20873,treatment,new page,Postpaid Methods,6,1902
15378,control,old page,PayPal,3,346.9
14640,control,old page,PayPal,1,959.2
13384,control,old page,Cash On Delivery (COD),3,322.4
19637,treatment,new page,PayPal,4,2541.2
11332,control,old page,PayPal,2,1375.5
18666,treatment,new page,Apple Pay,5,3020.6
13805,control,old page,Cash On Delivery (COD),1,224.5
14193,control,old page,PayPal,3,689.8
11164,control,old page,Cash On Delivery (COD),3,1326.5
16096,control,old page,PayPal,2,395.9
18394,treatment,new page,Postpaid Methods,4,1795.5
20077,treatment,new page,PayPal,6,2967.3
17863,treatment,new page,Apple Pay,5,3286.9
15721,control,old page,Credit Cards,3,738.8
12374,control,old page,Credit Cards,2,910.2
19436,treatment,new page,Postpaid Methods,6,1475.9
12821,control,old page,Credit Cards,2,371.4
22381,treatment,new page,PayPal,6,1742.2
16154,control,old page,Cash On Delivery (COD),3,1302
17248,control,old page,Credit Cards,1,836.7
18154,treatment,new page,Apple Pay,5,1689
12264,control,old page,Credit Cards,2,493.9
16931,control,old page,PayPal,1,322.4
14873,control,old page,Cash On Delivery (COD),1,885.7
22711,treatment,new page,Apple Pay,5,3393.5
21093,treatment,new page,Apple Pay,4,3393.5
16128,control,old page,Cash On Delivery (COD),2,298
18336,treatment,new page,Apple Pay,4,1049.8
15507,control,old page,Cash On Delivery (COD),1,983.7
20180,treatment,new page,Postpaid Methods,5,2860.8
19876,treatment,new page,Apple Pay,4,1635.7
12989,control,old page,Cash On Delivery (COD),1,1351
12937,control,old page,Cash On Delivery (COD),2,1081.6
15345,control,old page,Credit Cards,3,787.8
17624,treatment,new page,PayPal,5,3233.7
18646,treatment,new page,Cash On Delivery (COD),6,2967.3
13675,control,old page,Cash On Delivery (COD),3,640.8
14659,control,old page,PayPal,1,1130.6
19935,treatment,new page,Apple Pay,5,1262.9
13449,control,old page,Credit Cards,2,395.9
21617,treatment,new page,Cash On Delivery (COD),5,1635.7
21132,treatment,new page,Apple Pay,6,1582.4
15753,control,old page,PayPal,1,1155.1
14070,control,old page,Credit Cards,3,1179.6
11429,control,old page,Credit Cards,2,444.9
15455,control,old page,Cash On Delivery (COD),2,493.9
17993,treatment,new page,Postpaid Methods,4,3500
12361,control,old page,Cash On Delivery (COD),3,1204.1
21689,treatment,new page,Apple Pay,4,3180.4
20174,treatment,new page,Cash On Delivery (COD),4,3340.2
13099,control,old page,Cash On Delivery (COD),2,1204.1
21650,treatment,new page,Apple Pay,5,1422.7
13785,control,old page,Credit Cards,2,934.7
15274,control,old page,PayPal,2,934.7
16109,control,old page,Cash On Delivery (COD),2,346.9
23650,treatment,new page,Postpaid Methods,5,2221.6
18077,treatment,new page,Postpaid Methods,6,1262.9
23961,treatment,new page,Credit Cards,6,3180.4
20847,treatment,new page,Postpaid Methods,5,3180.4
15048,control,old page,Credit Cards,1,836.7
15772,control,old page,Cash On Delivery (COD),2,371.4
18867,treatment,new page,Apple Pay,6,1955.3
16815,control,old page,Cash On Delivery (COD),1,493.9
14886,control,old page,Credit Cards,2,395.9
16038,control,old page,Credit Cards,2,567.3
11390,control,old page,Credit Cards,1,1351
12795,control,old page,Cash On Delivery (COD),1,1400
16504,control,old page,PayPal,1,910.2
14899,control,old page,Credit Cards,1,714.3
11979,control,old page,PayPal,1,836.7
12251,control,old page,Credit Cards,2,224.5
15423,control,old page,PayPal,1,616.3
21281,treatment,new page,Credit Cards,4,3393.5
18989,treatment,new page,Postpaid Methods,4,1795.5
20232,treatment,new page,Postpaid Methods,5,1209.6
19624,treatment,new page,Apple Pay,5,3340.2
23249,treatment,new page,Cash On Delivery (COD),4,3127.1
14996,control,old page,Credit Cards,2,224.5
23274,treatment,new page,Postpaid Methods,5,2541.2
14549,control,old page,PayPal,1,469.4
19255,treatment,new page,Apple Pay,6,2434.7
20019,treatment,new page,PayPal,5,3073.9
17222,control,old page,PayPal,1,200
23825,treatment,new page,PayPal,4,1262.9
12057,control,old page,PayPal,3,1204.1
20025,treatment,new page,Apple Pay,5,1156.3
22828,treatment,new page,Postpaid Methods,5,1742.2
15183,control,old page,Cash On Delivery (COD),2,469.4
20109,treatment,new page,Apple Pay,6,3127.1
12504,control,old page,Cash On Delivery (COD),1,1302
17883,treatment,new page,Postpaid Methods,4,2168.4
19643,treatment,new page,Postpaid Methods,5,2914.1
12879,control,old page,PayPal,2,200
19922,treatment,new page,Apple Pay,4,2168.4
16582,control,old page,Credit Cards,3,1253.1
17501,treatment,new page,Apple Pay,4,3500
13403,control,old page,Cash On Delivery (COD),1,1351
20433,treatment,new page,Postpaid Methods,6,1209.6
20155,treatment,new page,Postpaid Methods,6,3127.1
14206,control,old page,Cash On Delivery (COD),2,959.2
23016,treatment,new page,Postpaid Methods,6,1369.4
12187,control,old page,Cash On Delivery (COD),1,1057.1
23035,treatment,new page,Apple Pay,6,2274.9
11397,control,old page,Credit Cards,3,1081.6
13455,control,old page,PayPal,3,273.5
21443,treatment,new page,Postpaid Methods,5,1689
17015,control,old page,PayPal,2,420.4
11119,control,old page,PayPal,1,640.8
12426,control,old page,PayPal,1,346.9
14115,control,old page,Credit Cards,1,714.3
12594,control,old page,Credit Cards,2,395.9
21462,treatment,new page,Postpaid Methods,5,890
13740,control,old page,Cash On Delivery (COD),1,591.8
19158,treatment,new page,Cash On Delivery (COD),5,2594.5
12174,control,old page,Cash On Delivery (COD),1,1204.1
12297,control,old page,PayPal,1,591.8
18970,treatment,new page,Apple Pay,5,1582.4
22983,treatment,new page,PayPal,4,1902
21397,treatment,new page,Apple Pay,6,2274.9
22990,treatment,new page,Postpaid Methods,6,2061.8
15980,control,old page,PayPal,1,249
21656,treatment,new page,Postpaid Methods,6,3500
14420,control,old page,Credit Cards,1,836.7
15287,control,old page,Credit Cards,1,1228.6
12122,control,old page,Cash On Delivery (COD),1,224.5
23229,treatment,new page,Apple Pay,6,2647.8
21475,treatment,new page,Postpaid Methods,4,1582.4
18724,treatment,new page,Apple Pay,5,2168.4
13170,control,old page,Credit Cards,3,861.2
23177,treatment,new page,Apple Pay,6,2594.5
15248,control,old page,PayPal,2,1057.1
23624,treatment,new page,Postpaid Methods,4,1475.9
23488,treatment,new page,Postpaid Methods,4,1103.1
15073,control,old page,Cash On Delivery (COD),2,1326.5
18582,treatment,new page,Apple Pay,5,2061.8
13462,control,old page,Credit Cards,2,371.4
20070,treatment,new page,Postpaid Methods,4,943.3
18640,treatment,new page,Postpaid Methods,4,3073.9
14031,control,old page,Credit Cards,1,567.3
21818,treatment,new page,Postpaid Methods,5,2647.8
23663,treatment,new page,Postpaid Methods,5,3286.9
14141,control,old page,Cash On Delivery (COD),1,1277.6
21236,treatment,new page,Postpaid Methods,4,1582.4
15630,control,old page,PayPal,2,249
14860,control,old page,Cash On Delivery (COD),3,395.9
17197,control,old page,Credit Cards,2,298
13701,control,old page,PayPal,2,444.9
20588,treatment,new page,PayPal,6,3446.7
14517,control,old page,Credit Cards,2,322.4
23579,treatment,new page,PayPal,5,1848.8
18446,treatment,new page,Postpaid Methods,5,1209.6
13002,control,old page,Credit Cards,1,836.7
20634,treatment,new page,Postpaid Methods,4,1582.4
18083,treatment,new page,Postpaid Methods,5,1422.7
23760,treatment,new page,Cash On Delivery (COD),4,2754.3
13947,control,old page,Cash On Delivery (COD),1,493.9
23009,treatment,new page,Postpaid Methods,6,1635.7
21889,treatment,new page,Apple Pay,6,1742.2
22284,treatment,new page,Postpaid Methods,5,2168.4
11856,control,old page,Credit Cards,1,322.4
12387,control,old page,Cash On Delivery (COD),2,1228.6
11876,control,old page,Credit Cards,2,1130.6
