id,group,page,session_time
18891,treatment,new page,2.5
13743,control,old page,1.5
15710,control,old page,1.5
17444,treatment,new page,2
14208,control,old page,1
19192,treatment,new page,2
18444,treatment,new page,2.5
18575,treatment,new page,2.5
15628,control,old page,2
15111,control,old page,1.5
17395,treatment,new page,2
16395,control,old page,1
15282,control,old page,1
13480,control,old page,1.5
15923,control,old page,1
13641,control,old page,1
15213,control,old page,2.5
15574,control,old page,1.5
16913,treatment,new page,2
18150,treatment,new page,2
17148,treatment,new page,2.5
16004,control,old page,2.5
15847,control,old page,2
14452,control,old page,1
15793,control,old page,1
15396,control,old page,2.5
15480,control,old page,2.5
18035,treatment,new page,2.5
16869,treatment,new page,2
18031,treatment,new page,2
16401,control,old page,1
14437,control,old page,1.5
14690,control,old page,2.5
13780,control,old page,1
18522,treatment,new page,2.5
14308,control,old page,1
14978,control,old page,1
16813,treatment,new page,2.5
18626,treatment,new page,2.5
19577,treatment,new page,2.5
18728,treatment,new page,2
16930,treatment,new page,2.5
13318,control,old page,1
16841,treatment,new page,2.5
16741,treatment,new page,2.5
14032,control,old page,1
15088,control,old page,2.5
18446,treatment,new page,2.5
17275,treatment,new page,2.5
13308,control,old page,2
15582,control,old page,1
15607,control,old page,1
15292,control,old page,1
19625,treatment,new page,2
15000,control,old page,2.5
16325,control,old page,1
16179,control,old page,1
19415,treatment,new page,2
17105,treatment,new page,2.5
13637,control,old page,1
18492,treatment,new page,2.5
16386,control,old page,1.5
16562,control,old page,1
15024,control,old page,2
17548,treatment,new page,2
17111,treatment,new page,2.5
17057,treatment,new page,2.5
13973,control,old page,2
15553,control,old page,2.5
18354,treatment,new page,2.5
14706,control,old page,2.5
14457,control,old page,2.5
18410,treatment,new page,2.5
17495,treatment,new page,2
17529,treatment,new page,2
18583,treatment,new page,2.5
13022,control,old page,2
13055,control,old page,1.5
19346,treatment,new page,2.5
13491,control,old page,1.5
18148,treatment,new page,2
16473,control,old page,2.5
13702,control,old page,2
18512,treatment,new page,2.5
16481,control,old page,1
18809,treatment,new page,2
16357,control,old page,2
13812,control,old page,1.5
18613,treatment,new page,2
14901,control,old page,1
17769,treatment,new page,2
17291,treatment,new page,2.5
16600,control,old page,1
15860,control,old page,1.5
19103,treatment,new page,2
13953,control,old page,1.5
15327,control,old page,2
13781,control,old page,1
14108,control,old page,1.5
17636,treatment,new page,2.5
13606,control,old page,2.5
13111,control,old page,2
19049,treatment,new page,2.5
15891,control,old page,2
13050,control,old page,2
16442,control,old page,1.5
15712,control,old page,2
14570,control,old page,2.5
18589,treatment,new page,2
17996,treatment,new page,2
14655,control,old page,2
16731,treatment,new page,2
14807,control,old page,1
13691,control,old page,2
17384,treatment,new page,2.5
19539,treatment,new page,2
14402,control,old page,2.5
16985,treatment,new page,2.5
19395,treatment,new page,2
14662,control,old page,2
14416,control,old page,1.5
17246,treatment,new page,2
15104,control,old page,2
13668,control,old page,1
17874,treatment,new page,2
13322,control,old page,1.5
15227,control,old page,1
17938,treatment,new page,2.5
18595,treatment,new page,2
14492,control,old page,1
14007,control,old page,2
17305,treatment,new page,2.5
15215,control,old page,2
15601,control,old page,1
18519,treatment,new page,2
18513,treatment,new page,2
19787,treatment,new page,2.5
15189,control,old page,2.5
13538,control,old page,2.5
13555,control,old page,2
13721,control,old page,1.5
16354,control,old page,1
16388,control,old page,1.5
15606,control,old page,2
15729,control,old page,2.5
17588,treatment,new page,2
13228,control,old page,1
18083,treatment,new page,2
13578,control,old page,1
16298,control,old page,2
15918,control,old page,1.5
17200,treatment,new page,2
13236,control,old page,2
18221,treatment,new page,2.5
17743,treatment,new page,2
16402,control,old page,1
13165,control,old page,1.5
17591,treatment,new page,2
13123,control,old page,1.5
16503,control,old page,1
14808,control,old page,2
16315,control,old page,2
14792,control,old page,2
17104,treatment,new page,2
17289,treatment,new page,2
14405,control,old page,1
18302,treatment,new page,2
17039,treatment,new page,2.5
16873,treatment,new page,2
14024,control,old page,2
13975,control,old page,1
16418,control,old page,2.5
13819,control,old page,2
14852,control,old page,1
16318,control,old page,2.5
14378,control,old page,1
19548,treatment,new page,2
15887,control,old page,2.5
14758,control,old page,2.5
13896,control,old page,1
18108,treatment,new page,2
18070,treatment,new page,2.5
19432,treatment,new page,2.5
17858,treatment,new page,2.5
14810,control,old page,1.5
17664,treatment,new page,2.5
17902,treatment,new page,2
16674,treatment,new page,2
14494,control,old page,1
15446,control,old page,1.5
14481,control,old page,2
18652,treatment,new page,2
18698,treatment,new page,2
14290,control,old page,2
16954,treatment,new page,2
18652,treatment,new page,2
14087,control,old page,1.5
18976,treatment,new page,2
18569,treatment,new page,2.5
16748,treatment,new page,2.5
14596,control,old page,2
14871,control,old page,1
14593,control,old page,2
18329,treatment,new page,2
13789,control,old page,2
19149,treatment,new page,2.5
15226,control,old page,2.5
14171,control,old page,2
15967,control,old page,1
17076,treatment,new page,2
15504,control,old page,1
13664,control,old page,2
13981,control,old page,1
17011,treatment,new page,2
15469,control,old page,2.5
13660,control,old page,2.5
13814,control,old page,2.5
16705,treatment,new page,2.5
17510,treatment,new page,2
18552,treatment,new page,2.5
13817,control,old page,1
19454,treatment,new page,2.5
17694,treatment,new page,2.5
13418,control,old page,1.5
14219,control,old page,2.5
19392,treatment,new page,2
17673,treatment,new page,2
18475,treatment,new page,2.5
18637,treatment,new page,2.5
18705,treatment,new page,2.5
19325,treatment,new page,2.5
14196,control,old page,2
14783,control,old page,2.5
16937,treatment,new page,2.5
14038,control,old page,1.5
16426,control,old page,1.5
19174,treatment,new page,2
16753,treatment,new page,2
18433,treatment,new page,2.5
18754,treatment,new page,2.5
15096,control,old page,1.5
16846,treatment,new page,2
15499,control,old page,2.5
16755,treatment,new page,2
17859,treatment,new page,2.5
16190,control,old page,1
16353,control,old page,1.5
16863,treatment,new page,2
14883,control,old page,1
17304,treatment,new page,2.5
13132,control,old page,2
14431,control,old page,2
15087,control,old page,2.5
16136,control,old page,1
18684,treatment,new page,2.5
17742,treatment,new page,2
14178,control,old page,1.5
16034,control,old page,1.5
15672,control,old page,1.5
18771,treatment,new page,2
16651,control,old page,1.5
15699,control,old page,2.5
17035,treatment,new page,2
14089,control,old page,2.5
17396,treatment,new page,2.5
15447,control,old page,2.5
18855,treatment,new page,2.5
13989,control,old page,1.5
15706,control,old page,1
17679,treatment,new page,2
17062,treatment,new page,2
15145,control,old page,1
18749,treatment,new page,2
18919,treatment,new page,2
17598,treatment,new page,2
16828,treatment,new page,2.5
17380,treatment,new page,2.5
17131,treatment,new page,2.5
13880,control,old page,1
14858,control,old page,1
14542,control,old page,2.5
17651,treatment,new page,2
19413,treatment,new page,2
19136,treatment,new page,2.5
15990,control,old page,2.5
14308,control,old page,2.5
15042,control,old page,1.5
17279,treatment,new page,2
16526,control,old page,1.5
15648,control,old page,2
14761,control,old page,2.5
13450,control,old page,2.5
15757,control,old page,2.5
19701,treatment,new page,2.5
13805,control,old page,1.5
14502,control,old page,1.5
19634,treatment,new page,2.5
15400,control,old page,2
18737,treatment,new page,2.5
13526,control,old page,2
19341,treatment,new page,2
13034,control,old page,2
16886,treatment,new page,2.5
14110,control,old page,1
15556,control,old page,1.5
16966,treatment,new page,2
16444,control,old page,1
19682,treatment,new page,2
14372,control,old page,1.5
13935,control,old page,2.5
18399,treatment,new page,2.5
19438,treatment,new page,2.5
13971,control,old page,2.5
16596,control,old page,1
17053,treatment,new page,2
19687,treatment,new page,2.5
15324,control,old page,2.5
15340,control,old page,1
18265,treatment,new page,2
18590,treatment,new page,2
16900,treatment,new page,2
14238,control,old page,1
15411,control,old page,2
17167,treatment,new page,2
15629,control,old page,1.5
14812,control,old page,1.5
18464,treatment,new page,2
17440,treatment,new page,2.5
14062,control,old page,1.5
18042,treatment,new page,2
13266,control,old page,1.5
14225,control,old page,1
17318,treatment,new page,2.5
19104,treatment,new page,2.5
14961,control,old page,2.5
16306,control,old page,1.5
15359,control,old page,1
16077,control,old page,2
16038,control,old page,1
18521,treatment,new page,2
17388,treatment,new page,2.5
13042,control,old page,2
18864,treatment,new page,2.5
14950,control,old page,1.5
18344,treatment,new page,2.5
18059,treatment,new page,2.5
16976,treatment,new page,2
15072,control,old page,2.5
18349,treatment,new page,2.5
16239,control,old page,1
16971,treatment,new page,2.5
17945,treatment,new page,2
14301,control,old page,2
16525,control,old page,1.5
15177,control,old page,2.5
13397,control,old page,2
15376,control,old page,1.5
15041,control,old page,2
19610,treatment,new page,2.5
13489,control,old page,2.5
17824,treatment,new page,2
18979,treatment,new page,2
17863,treatment,new page,2
17747,treatment,new page,2.5
17750,treatment,new page,2.5
13405,control,old page,2.5
13949,control,old page,1
14582,control,old page,1
18735,treatment,new page,2.5
14710,control,old page,1
16000,control,old page,2
14824,control,old page,2.5
19242,treatment,new page,2.5
19369,treatment,new page,2.5
19564,treatment,new page,2
13815,control,old page,2.5
15704,control,old page,2.5
15280,control,old page,2.5
15431,control,old page,2.5
18411,treatment,new page,2
13250,control,old page,2.5
18786,treatment,new page,2.5
15796,control,old page,2
13732,control,old page,1.5
16392,control,old page,2
15870,control,old page,1
13935,control,old page,2
17088,treatment,new page,2.5
19763,treatment,new page,2
14091,control,old page,2
17682,treatment,new page,2.5
17259,treatment,new page,2.5
15393,control,old page,1
19744,treatment,new page,2.5
13948,control,old page,1
13335,control,old page,1.5
15247,control,old page,2.5
17780,treatment,new page,2.5
18685,treatment,new page,2.5
16660,treatment,new page,2
15674,control,old page,2.5
19142,treatment,new page,2
18484,treatment,new page,2
18518,treatment,new page,2
18099,treatment,new page,2.5
14565,control,old page,1
16400,control,old page,2
17649,treatment,new page,2
17697,treatment,new page,2.5
15485,control,old page,2.5
17438,treatment,new page,2.5
13340,control,old page,2
18811,treatment,new page,2
18304,treatment,new page,2.5
15881,control,old page,2.5
19004,treatment,new page,2.5
19832,treatment,new page,2
17494,treatment,new page,2.5
18507,treatment,new page,2
15982,control,old page,2
15404,control,old page,1.5
17187,treatment,new page,2.5
15602,control,old page,2.5
19558,treatment,new page,2
15100,control,old page,1.5
15666,control,old page,2.5
17149,treatment,new page,2.5
18599,treatment,new page,2.5
14173,control,old page,2
13292,control,old page,2
15715,control,old page,1.5
17864,treatment,new page,2.5
14594,control,old page,1.5
19479,treatment,new page,2
14715,control,old page,2.5
16550,control,old page,1.5
14036,control,old page,2
16330,control,old page,2.5
13412,control,old page,1
16070,control,old page,1.5
19765,treatment,new page,2.5
14228,control,old page,1
15474,control,old page,2.5
15706,control,old page,2
19667,treatment,new page,2
15259,control,old page,2
18248,treatment,new page,2
13554,control,old page,2
14922,control,old page,2.5
17731,treatment,new page,2.5
15834,control,old page,1
19448,treatment,new page,2.5
18752,treatment,new page,2
14550,control,old page,2
16049,control,old page,2
14239,control,old page,2.5
14095,control,old page,1.5
16961,treatment,new page,2.5
18735,treatment,new page,2
13940,control,old page,1.5
13392,control,old page,2
13490,control,old page,1.5
15839,control,old page,2.5
19450,treatment,new page,2.5
13409,control,old page,2
16049,control,old page,1.5
18579,treatment,new page,2
19143,treatment,new page,2
15861,control,old page,2
18199,treatment,new page,2.5
13328,control,old page,1.5
17706,treatment,new page,2
15036,control,old page,1.5
17549,treatment,new page,2
19345,treatment,new page,2.5
19729,treatment,new page,2.5
17821,treatment,new page,2
16312,control,old page,2
13848,control,old page,2
18333,treatment,new page,2
13370,control,old page,2
18861,treatment,new page,2
18448,treatment,new page,2.5
17703,treatment,new page,2
19208,treatment,new page,2.5
14991,control,old page,1
16608,control,old page,2
15406,control,old page,1.5
13521,control,old page,2.5
17423,treatment,new page,2.5
13232,control,old page,1
19312,treatment,new page,2.5
14077,control,old page,1.5
13534,control,old page,1.5
15813,control,old page,2.5
17480,treatment,new page,2
14959,control,old page,1.5
13676,control,old page,2
15523,control,old page,1.5
16069,control,old page,1.5
17617,treatment,new page,2.5
19045,treatment,new page,2.5
17171,treatment,new page,2.5
14627,control,old page,1
18601,treatment,new page,2.5
19378,treatment,new page,2.5
14912,control,old page,1.5
16107,control,old page,1.5
13535,control,old page,1.5
15924,control,old page,2
15551,control,old page,2.5
17388,treatment,new page,2.5
13283,control,old page,2.5
16815,treatment,new page,2.5
14723,control,old page,1
13047,control,old page,1
18405,treatment,new page,2
16480,control,old page,2.5
17003,treatment,new page,2
13115,control,old page,1.5
13653,control,old page,2
14730,control,old page,2.5
15687,control,old page,2.5
17982,treatment,new page,2.5
17848,treatment,new page,2
15051,control,old page,1
13243,control,old page,2
17661,treatment,new page,2.5
16874,treatment,new page,2
15891,control,old page,2
14276,control,old page,1
19075,treatment,new page,2
13090,control,old page,1.5
13301,control,old page,1
19317,treatment,new page,2
19536,treatment,new page,2.5
18597,treatment,new page,2.5
19544,treatment,new page,2
13479,control,old page,1
18627,treatment,new page,2
17372,treatment,new page,2
19604,treatment,new page,2.5
19552,treatment,new page,2.5
17000,treatment,new page,2
14407,control,old page,1
18664,treatment,new page,2
13388,control,old page,1.5
19510,treatment,new page,2.5
13590,control,old page,1.5
13020,control,old page,2
18371,treatment,new page,2.5
16784,treatment,new page,2
16871,treatment,new page,2
17935,treatment,new page,2
16160,control,old page,1.5
16722,treatment,new page,2.5
13929,control,old page,2
19238,treatment,new page,2
18248,treatment,new page,2.5
19511,treatment,new page,2.5
15234,control,old page,2
14245,control,old page,2.5
19690,treatment,new page,2.5
14880,control,old page,1.5
13070,control,old page,2
16041,control,old page,1
17320,treatment,new page,2
13336,control,old page,2
13887,control,old page,2.5
15417,control,old page,2.5
13333,control,old page,1.5
16276,control,old page,2.5
17105,treatment,new page,2
18629,treatment,new page,2
18744,treatment,new page,2.5
15563,control,old page,1
17261,treatment,new page,2
14005,control,old page,1.5
18990,treatment,new page,2.5
15080,control,old page,2
18763,treatment,new page,2
19872,treatment,new page,2
17523,treatment,new page,2
17530,treatment,new page,2
14571,control,old page,1
18347,treatment,new page,2
14691,control,old page,2
14461,control,old page,2.5
13881,control,old page,1
14117,control,old page,1.5
19154,treatment,new page,2.5
19696,treatment,new page,2.5
16100,control,old page,2
13958,control,old page,1
14513,control,old page,1.5
17552,treatment,new page,2
14695,control,old page,1.5
17912,treatment,new page,2
16604,control,old page,2
15238,control,old page,1.5
19482,treatment,new page,2
13800,control,old page,1
17777,treatment,new page,2
13659,control,old page,2
18292,treatment,new page,2.5
14741,control,old page,1.5
16380,control,old page,1
19605,treatment,new page,2
19610,treatment,new page,2
18458,treatment,new page,2
18243,treatment,new page,2
18289,treatment,new page,2.5
19632,treatment,new page,2
15594,control,old page,1
13306,control,old page,2.5
17496,treatment,new page,2
13077,control,old page,2
13565,control,old page,2
19753,treatment,new page,2.5
14252,control,old page,2
18363,treatment,new page,2.5
15188,control,old page,1
13812,control,old page,1.5
18551,treatment,new page,2.5
18056,treatment,new page,2.5
19775,treatment,new page,2
19621,treatment,new page,2.5
17928,treatment,new page,2
18863,treatment,new page,2.5
17391,treatment,new page,2.5
16164,control,old page,2
18316,treatment,new page,2
13800,control,old page,2.5
16909,treatment,new page,2
19504,treatment,new page,2.5
19088,treatment,new page,2.5
18107,treatment,new page,2.5
16624,control,old page,2
13922,control,old page,2.5
14346,control,old page,2.5
19855,treatment,new page,2.5
13779,control,old page,2.5
18039,treatment,new page,2.5
14949,control,old page,2
17939,treatment,new page,2
13884,control,old page,1.5
14519,control,old page,2
15873,control,old page,2
13937,control,old page,2
18958,treatment,new page,2
16877,treatment,new page,2.5
17838,treatment,new page,2
15853,control,old page,1.5
17416,treatment,new page,2.5
18611,treatment,new page,2.5
15344,control,old page,1.5
14175,control,old page,2.5
18368,treatment,new page,2
16587,control,old page,2.5
15106,control,old page,1
13528,control,old page,2
19584,treatment,new page,2
13417,control,old page,2.5
16135,control,old page,2
13601,control,old page,1.5
19176,treatment,new page,2
16221,control,old page,1
15385,control,old page,1
16583,control,old page,2.5
19365,treatment,new page,2
15243,control,old page,2.5
18397,treatment,new page,2
17334,treatment,new page,2.5
18152,treatment,new page,2
13182,control,old page,2
17266,treatment,new page,2
16316,control,old page,2.5
16624,control,old page,1
14568,control,old page,2.5
17101,treatment,new page,2.5
13653,control,old page,1.5
13013,control,old page,2.5
17245,treatment,new page,2.5
16029,control,old page,1.5
14418,control,old page,2
15228,control,old page,1.5
16064,control,old page,2.5
18770,treatment,new page,2.5
18284,treatment,new page,2
16463,control,old page,2.5
14758,control,old page,2
16558,control,old page,2.5
14539,control,old page,2.5
16549,control,old page,1
17122,treatment,new page,2.5
14870,control,old page,1
18108,treatment,new page,2.5
19177,treatment,new page,2
15127,control,old page,2.5
15932,control,old page,1
19583,treatment,new page,2
16924,treatment,new page,2.5
13334,control,old page,2.5
15646,control,old page,1
17368,treatment,new page,2.5
15958,control,old page,1
17027,treatment,new page,2.5
14385,control,old page,2
13021,control,old page,2.5
19401,treatment,new page,2.5
17457,treatment,new page,2.5
13891,control,old page,2.5
15719,control,old page,2.5
17628,treatment,new page,2
14532,control,old page,1
18427,treatment,new page,2
17608,treatment,new page,2
19352,treatment,new page,2
18693,treatment,new page,2.5
16988,treatment,new page,2.5
14825,control,old page,1.5
18159,treatment,new page,2.5
18074,treatment,new page,2.5
14644,control,old page,2
14421,control,old page,1
18912,treatment,new page,2
13254,control,old page,1
16514,control,old page,1.5
19272,treatment,new page,2
17844,treatment,new page,2
13931,control,old page,1
18061,treatment,new page,2
13486,control,old page,2.5
13794,control,old page,1.5
16862,treatment,new page,2.5
16628,control,old page,2
15613,control,old page,2.5
15290,control,old page,2
15810,control,old page,2.5
19758,treatment,new page,2.5
14402,control,old page,1
14302,control,old page,1
15597,control,old page,1
18506,treatment,new page,2.5
14424,control,old page,1.5
15590,control,old page,2
16184,control,old page,1.5
19794,treatment,new page,2
18518,treatment,new page,2.5
15812,control,old page,1
19432,treatment,new page,2.5
14099,control,old page,2
15489,control,old page,2
15776,control,old page,1
16548,control,old page,1
14919,control,old page,1
18430,treatment,new page,2.5
19786,treatment,new page,2.5
15942,control,old page,2.5
13928,control,old page,1.5
17942,treatment,new page,2
13424,control,old page,2.5
19138,treatment,new page,2.5
16439,control,old page,2.5
14284,control,old page,1.5
19500,treatment,new page,2.5
14175,control,old page,2
13782,control,old page,1.5
17138,treatment,new page,2
16903,treatment,new page,2
17681,treatment,new page,2.5
17857,treatment,new page,2.5
16086,control,old page,2.5
15816,control,old page,2
19724,treatment,new page,2
15218,control,old page,1
13635,control,old page,1.5
17607,treatment,new page,2.5
14442,control,old page,2
14611,control,old page,1.5
16907,treatment,new page,2.5
17908,treatment,new page,2
14432,control,old page,2
18356,treatment,new page,2.5
16557,control,old page,1.5
14536,control,old page,2.5
14767,control,old page,1.5
17581,treatment,new page,2.5
19136,treatment,new page,2
16809,treatment,new page,2.5
18408,treatment,new page,2.5
15009,control,old page,2
14819,control,old page,2
16279,control,old page,1
13353,control,old page,1
18505,treatment,new page,2.5
14216,control,old page,2
16676,treatment,new page,2.5
18433,treatment,new page,2.5
14498,control,old page,2
16771,treatment,new page,2
13039,control,old page,2.5
18682,treatment,new page,2.5
18635,treatment,new page,2.5
16322,control,old page,1
19861,treatment,new page,2
17846,treatment,new page,2
16636,control,old page,1
16856,treatment,new page,2.5
17374,treatment,new page,2
17515,treatment,new page,2
19782,treatment,new page,2
15338,control,old page,2
13181,control,old page,2
17463,treatment,new page,2.5
17829,treatment,new page,2
16093,control,old page,1
19289,treatment,new page,2.5
14111,control,old page,1.5
18224,treatment,new page,2.5
16569,control,old page,2
15263,control,old page,1
19251,treatment,new page,2.5
13127,control,old page,1.5
16391,control,old page,1.5
16494,control,old page,2.5
14687,control,old page,2.5
14840,control,old page,1
19760,treatment,new page,2.5
14731,control,old page,1.5
17845,treatment,new page,2
14661,control,old page,1.5
13209,control,old page,1.5
19042,treatment,new page,2
17175,treatment,new page,2
16171,control,old page,2
18282,treatment,new page,2
16886,treatment,new page,2.5
19438,treatment,new page,2
14528,control,old page,1
15783,control,old page,2
18406,treatment,new page,2
16734,treatment,new page,2
14252,control,old page,2
16697,treatment,new page,2.5
18688,treatment,new page,2
14140,control,old page,2
14392,control,old page,1
16045,control,old page,1
19485,treatment,new page,2
18558,treatment,new page,2.5
13543,control,old page,2
14854,control,old page,2
14536,control,old page,2.5
16005,control,old page,2
18747,treatment,new page,2
17672,treatment,new page,2.5
13697,control,old page,1
15988,control,old page,2.5
16998,treatment,new page,2
14398,control,old page,2
13284,control,old page,1.5
16139,control,old page,1
16523,control,old page,2
18250,treatment,new page,2
15911,control,old page,1
19065,treatment,new page,2
17041,treatment,new page,2
19079,treatment,new page,2
19086,treatment,new page,2
16600,control,old page,1
18650,treatment,new page,2
17651,treatment,new page,2
17705,treatment,new page,2
15974,control,old page,1
15370,control,old page,2
17787,treatment,new page,2
16434,control,old page,2.5
14031,control,old page,2.5
15040,control,old page,2
14997,control,old page,1.5
16730,treatment,new page,2.5
18362,treatment,new page,2
15426,control,old page,1
15198,control,old page,1.5
13414,control,old page,2.5
19012,treatment,new page,2
14438,control,old page,2
14239,control,old page,1.5
13410,control,old page,2
18072,treatment,new page,2.5
15366,control,old page,2.5
14833,control,old page,2
13839,control,old page,2.5
16492,control,old page,2.5
18934,treatment,new page,2
18760,treatment,new page,2.5
18498,treatment,new page,2.5
13568,control,old page,2
19484,treatment,new page,2.5
17575,treatment,new page,2.5
14704,control,old page,2
18566,treatment,new page,2
15442,control,old page,2
19865,treatment,new page,2.5
18524,treatment,new page,2.5
18058,treatment,new page,2
13262,control,old page,1
18780,treatment,new page,2.5
18539,treatment,new page,2.5
15668,control,old page,2.5
17646,treatment,new page,2.5
13579,control,old page,2
18720,treatment,new page,2
17693,treatment,new page,2
17209,treatment,new page,2.5
13673,control,old page,1
16430,control,old page,2.5
16640,control,old page,1.5
16234,control,old page,2
18813,treatment,new page,2
19751,treatment,new page,2
18014,treatment,new page,2
16233,control,old page,1.5
13098,control,old page,2
17250,treatment,new page,2
16572,control,old page,2
18387,treatment,new page,2
19393,treatment,new page,2
19499,treatment,new page,2
15856,control,old page,1.5
19720,treatment,new page,2
15598,control,old page,2.5
18729,treatment,new page,2
19294,treatment,new page,2
16378,control,old page,2.5
18053,treatment,new page,2
14733,control,old page,1.5
15156,control,old page,2.5
17793,treatment,new page,2
13810,control,old page,1.5
19840,treatment,new page,2
17331,treatment,new page,2.5
14644,control,old page,1.5
14521,control,old page,2.5
13651,control,old page,1
15175,control,old page,2
13760,control,old page,2
17375,treatment,new page,2
19256,treatment,new page,2
13696,control,old page,1.5
15459,control,old page,1
17371,treatment,new page,2
14404,control,old page,1.5
15340,control,old page,1
15130,control,old page,1.5
15884,control,old page,1.5
14192,control,old page,2
16750,treatment,new page,2.5
17585,treatment,new page,2.5
16807,treatment,new page,2.5
14075,control,old page,1.5
17112,treatment,new page,2
15993,control,old page,2
14328,control,old page,2.5
15331,control,old page,1.5
13897,control,old page,2.5
15554,control,old page,1.5
19184,treatment,new page,2.5
14373,control,old page,1
18172,treatment,new page,2
13551,control,old page,2.5
18080,treatment,new page,2
15216,control,old page,2.5
18614,treatment,new page,2.5
19467,treatment,new page,2
18153,treatment,new page,2.5
17460,treatment,new page,2
17464,treatment,new page,2.5
15332,control,old page,1.5
14058,control,old page,1
17648,treatment,new page,2.5
14887,control,old page,1.5
18344,treatment,new page,2.5
16595,control,old page,1.5
14546,control,old page,1
15398,control,old page,1.5
14637,control,old page,2.5
14848,control,old page,2
18247,treatment,new page,2.5
14397,control,old page,2.5
18057,treatment,new page,2
16361,control,old page,1
16237,control,old page,1.5
18269,treatment,new page,2
18767,treatment,new page,2
15222,control,old page,2.5
14953,control,old page,1
15222,control,old page,2.5
14552,control,old page,1.5
15743,control,old page,1
16505,control,old page,1.5
16020,control,old page,1.5
13174,control,old page,1.5
19044,treatment,new page,2.5
19243,treatment,new page,2
16898,treatment,new page,2
17141,treatment,new page,2.5
16818,treatment,new page,2.5
16756,treatment,new page,2
16821,treatment,new page,2.5
13701,control,old page,2.5
19075,treatment,new page,2.5
14960,control,old page,1
19596,treatment,new page,2
19347,treatment,new page,2.5
13150,control,old page,1.5
14916,control,old page,2
13263,control,old page,1.5
15772,control,old page,2
17355,treatment,new page,2.5
19215,treatment,new page,2.5
19130,treatment,new page,2.5
19648,treatment,new page,2
15548,control,old page,2.5
19843,treatment,new page,2.5
14035,control,old page,1.5
14877,control,old page,2.5
19095,treatment,new page,2
14550,control,old page,1.5
13614,control,old page,2.5
13042,control,old page,2
17786,treatment,new page,2.5
17364,treatment,new page,2.5
13951,control,old page,2
13881,control,old page,1
13869,control,old page,1.5
17997,treatment,new page,2.5
15621,control,old page,2.5
19461,treatment,new page,2.5
19445,treatment,new page,2.5
15552,control,old page,2.5
13945,control,old page,1
18276,treatment,new page,2
16594,control,old page,1.5
19249,treatment,new page,2.5
13183,control,old page,1.5
14217,control,old page,2
13124,control,old page,1.5
13877,control,old page,1
15948,control,old page,2
19255,treatment,new page,2
17992,treatment,new page,2.5
15272,control,old page,1
14096,control,old page,2.5
17800,treatment,new page,2
15903,control,old page,1
19656,treatment,new page,2
14990,control,old page,1
16494,control,old page,1.5
16114,control,old page,1.5
19101,treatment,new page,2
13768,control,old page,2
14938,control,old page,2.5
18619,treatment,new page,2.5
16023,control,old page,1
15960,control,old page,1.5
17218,treatment,new page,2
14321,control,old page,1
13093,control,old page,2
14524,control,old page,1.5
13811,control,old page,1
13370,control,old page,1.5
17577,treatment,new page,2
17110,treatment,new page,2
16415,control,old page,2.5
15454,control,old page,2
17518,treatment,new page,2
14462,control,old page,2.5
17510,treatment,new page,2
15892,control,old page,2.5
17676,treatment,new page,2.5
13777,control,old page,1
19473,treatment,new page,2.5
15929,control,old page,2.5
14707,control,old page,1
13254,control,old page,1.5
14236,control,old page,2.5
19520,treatment,new page,2
17069,treatment,new page,2
19171,treatment,new page,2
16962,treatment,new page,2.5
16153,control,old page,1.5
19314,treatment,new page,2
17575,treatment,new page,2.5
18474,treatment,new page,2.5
17851,treatment,new page,2.5
16452,control,old page,1
18672,treatment,new page,2.5
14197,control,old page,2
15350,control,old page,1
14607,control,old page,1
18063,treatment,new page,2.5
14851,control,old page,2.5
15941,control,old page,1
13635,control,old page,1
14132,control,old page,2.5
15475,control,old page,1.5
19784,treatment,new page,2
19094,treatment,new page,2.5
14679,control,old page,2.5
17037,treatment,new page,2
16486,control,old page,1.5
18072,treatment,new page,2
13632,control,old page,2
15490,control,old page,1.5
18504,treatment,new page,2.5
14709,control,old page,2.5
17107,treatment,new page,2.5
17807,treatment,new page,2
16485,control,old page,1.5
19722,treatment,new page,2
14721,control,old page,1.5
14391,control,old page,1.5
18622,treatment,new page,2
14323,control,old page,2
18410,treatment,new page,2
14041,control,old page,2.5
17870,treatment,new page,2
13995,control,old page,1.5
17013,treatment,new page,2.5
14463,control,old page,2
15907,control,old page,2.5
18293,treatment,new page,2
15764,control,old page,2.5
19287,treatment,new page,2.5
18915,treatment,new page,2
17891,treatment,new page,2
15774,control,old page,2.5
16326,control,old page,1
13818,control,old page,2.5
13102,control,old page,2
17935,treatment,new page,2.5
16607,control,old page,2
16483,control,old page,1
14063,control,old page,2.5
14867,control,old page,2
13932,control,old page,1.5
16683,treatment,new page,2
17072,treatment,new page,2
15225,control,old page,1.5
14414,control,old page,2
17621,treatment,new page,2.5
13762,control,old page,2.5
14072,control,old page,1.5
16845,treatment,new page,2
17532,treatment,new page,2
18254,treatment,new page,2
13899,control,old page,1
19429,treatment,new page,2.5
18846,treatment,new page,2.5
15514,control,old page,2.5
15686,control,old page,2.5
16345,control,old page,1
17270,treatment,new page,2
13337,control,old page,2
17248,treatment,new page,2.5
14643,control,old page,1.5
14574,control,old page,2
19411,treatment,new page,2.5
13013,control,old page,2.5
13220,control,old page,1.5
13618,control,old page,2
18416,treatment,new page,2.5
13725,control,old page,2
14200,control,old page,1.5
