id,group,page,converted
12345,control,old page,yes
12725,control,old page,no
12836,control,old page,no
20447,treatment,new page,no
19455,treatment,new page,yes
21472,treatment,new page,no
21437,treatment,new page,no
13309,control,old page,no
21279,treatment,new page,no
13280,control,old page,yes
13096,control,old page,no
11902,control,old page,no
20142,treatment,new page,no
12375,control,old page,no
20744,treatment,new page,no
21507,treatment,new page,no
12281,control,old page,yes
12574,control,old page,yes
12921,control,old page,no
12618,control,old page,no
19802,treatment,new page,yes
18905,treatment,new page,no
20320,treatment,new page,no
19949,treatment,new page,yes
20452,treatment,new page,no
22319,treatment,new page,no
13197,control,old page,no
20818,treatment,new page,yes
12660,control,old page,yes
20493,treatment,new page,yes
20399,treatment,new page,no
12154,control,old page,no
20418,treatment,new page,yes
13343,control,old page,no
20771,treatment,new page,no
18980,treatment,new page,no
20650,treatment,new page,no
12230,control,old page,yes
19129,treatment,new page,no
12269,control,old page,no
12753,control,old page,no
13445,control,old page,no
13033,control,old page,no
22242,treatment,new page,no
19453,treatment,new page,no
19845,treatment,new page,no
20000,treatment,new page,no
20715,treatment,new page,no
20758,treatment,new page,yes
12211,control,old page,no
13319,control,old page,no
12040,control,old page,no
12581,control,old page,no
13231,control,old page,yes
21204,treatment,new page,no
12533,control,old page,no
12810,control,old page,no
12005,control,old page,no
19918,treatment,new page,no
21462,treatment,new page,no
13268,control,old page,yes
21792,treatment,new page,no
12594,control,old page,no
12999,control,old page,no
21315,treatment,new page,yes
22382,treatment,new page,no
20795,treatment,new page,no
12867,control,old page,no
12215,control,old page,no
12428,control,old page,no
12589,control,old page,no
19435,treatment,new page,yes
20587,treatment,new page,no
21847,treatment,new page,yes
19816,treatment,new page,no
13229,control,old page,no
21288,treatment,new page,yes
12552,control,old page,yes
13257,control,old page,no
20264,treatment,new page,yes
20640,treatment,new page,no
19195,treatment,new page,yes
13220,control,old page,no
22310,treatment,new page,no
12930,control,old page,no
12194,control,old page,no
19494,treatment,new page,yes
22108,treatment,new page,yes
11883,control,old page,no
12242,control,old page,no
11909,control,old page,no
12050,control,old page,no
22389,treatment,new page,no
12506,control,old page,no
21980,treatment,new page,no
21531,treatment,new page,yes
12077,control,old page,no
21951,treatment,new page,no
12011,control,old page,yes
20934,treatment,new page,no
13321,control,old page,yes
12777,control,old page,yes
21457,treatment,new page,yes
13255,control,old page,no
12839,control,old page,yes
12433,control,old page,no
12663,control,old page,yes
12868,control,old page,no
19170,treatment,new page,no
11919,control,old page,no
20089,treatment,new page,no
13318,control,old page,yes
12652,control,old page,no
22090,treatment,new page,no
11965,control,old page,no
21804,treatment,new page,yes
22079,treatment,new page,no
13193,control,old page,no
20219,treatment,new page,no
12694,control,old page,no
22144,treatment,new page,no
12553,control,old page,yes
13233,control,old page,no
13090,control,old page,yes
12208,control,old page,no
11878,control,old page,no
21151,treatment,new page,no
20630,treatment,new page,no
12730,control,old page,no
12417,control,old page,no
12647,control,old page,no
22011,treatment,new page,no
12927,control,old page,no
13117,control,old page,no
13296,control,old page,no
21690,treatment,new page,no
12495,control,old page,no
20920,treatment,new page,no
22237,treatment,new page,no
13057,control,old page,no
12055,control,old page,no
13004,control,old page,yes
12469,control,old page,no
12437,control,old page,no
13024,control,old page,no
12212,control,old page,no
19800,treatment,new page,no
20053,treatment,new page,no
12816,control,old page,yes
21975,treatment,new page,no
12812,control,old page,yes
12853,control,old page,no
20081,treatment,new page,no
13223,control,old page,no
19853,treatment,new page,no
12200,control,old page,yes
21929,treatment,new page,no
12095,control,old page,yes
11911,control,old page,no
22339,treatment,new page,no
21026,treatment,new page,yes
12760,control,old page,no
12023,control,old page,no
21744,treatment,new page,no
19252,treatment,new page,yes
12913,control,old page,yes
12856,control,old page,yes
12327,control,old page,yes
12756,control,old page,no
20230,treatment,new page,no
21903,treatment,new page,yes
19371,treatment,new page,no
22126,treatment,new page,no
12546,control,old page,no
12964,control,old page,yes
11952,control,old page,no
12746,control,old page,no
20824,treatment,new page,no
13131,control,old page,no
12771,control,old page,no
22006,treatment,new page,yes
12616,control,old page,no
13379,control,old page,no
12715,control,old page,no
13065,control,old page,no
19185,treatment,new page,no
20831,treatment,new page,no
12080,control,old page,no
12365,control,old page,no
12627,control,old page,yes
12673,control,old page,yes
11920,control,old page,no
12962,control,old page,no
19122,treatment,new page,no
12873,control,old page,no
19228,treatment,new page,no
21666,treatment,new page,yes
12226,control,old page,yes
20794,treatment,new page,no
22062,treatment,new page,yes
12565,control,old page,no
20395,treatment,new page,no
12908,control,old page,yes
22180,treatment,new page,no
13228,control,old page,yes
19766,treatment,new page,no
21054,treatment,new page,no
12385,control,old page,yes
20409,treatment,new page,no
19886,treatment,new page,no
20171,treatment,new page,no
12163,control,old page,no
19515,treatment,new page,yes
21566,treatment,new page,no
13203,control,old page,yes
21727,treatment,new page,no
21869,treatment,new page,yes
13366,control,old page,yes
21587,treatment,new page,no
19421,treatment,new page,no
12934,control,old page,no
13153,control,old page,no
20414,treatment,new page,no
19470,treatment,new page,yes
12408,control,old page,no
12972,control,old page,no
12186,control,old page,no
22331,treatment,new page,no
13158,control,old page,no
19098,treatment,new page,no
12046,control,old page,no
12587,control,old page,no
12050,control,old page,no
12430,control,old page,no
19535,treatment,new page,no
12995,control,old page,no
12484,control,old page,no
19108,treatment,new page,no
12522,control,old page,yes
21850,treatment,new page,no
22353,treatment,new page,no
19375,treatment,new page,yes
21062,treatment,new page,no
12504,control,old page,no
12911,control,old page,no
21828,treatment,new page,no
21961,treatment,new page,no
18958,treatment,new page,yes
12916,control,old page,no
12806,control,old page,no
12911,control,old page,yes
12654,control,old page,no
20390,treatment,new page,no
22447,treatment,new page,no
19053,treatment,new page,no
13057,control,old page,no
12827,control,old page,no
12590,control,old page,yes
12869,control,old page,yes
12847,control,old page,no
21563,treatment,new page,yes
13221,control,old page,no
12701,control,old page,no
12677,control,old page,no
20041,treatment,new page,no
11954,control,old page,no
13323,control,old page,no
20662,treatment,new page,no
19677,treatment,new page,no
21873,treatment,new page,no
12759,control,old page,no
12082,control,old page,no
20177,treatment,new page,no
11888,control,old page,no
12271,control,old page,no
13172,control,old page,no
22161,treatment,new page,no
11993,control,old page,no
11906,control,old page,yes
13095,control,old page,no
22343,treatment,new page,no
19527,treatment,new page,no
11983,control,old page,no
20877,treatment,new page,no
18944,treatment,new page,no
12851,control,old page,no
13429,control,old page,yes
12651,control,old page,no
21647,treatment,new page,yes
21994,treatment,new page,no
22189,treatment,new page,no
13248,control,old page,no
12703,control,old page,yes
20260,treatment,new page,no
19026,treatment,new page,no
12699,control,old page,yes
13314,control,old page,no
12891,control,old page,yes
12306,control,old page,no
13281,control,old page,yes
12001,control,old page,no
12225,control,old page,no
12203,control,old page,no
12184,control,old page,no
21973,treatment,new page,yes
20231,treatment,new page,no
19840,treatment,new page,no
12329,control,old page,no
22303,treatment,new page,yes
12480,control,old page,no
12096,control,old page,yes
21372,treatment,new page,yes
19741,treatment,new page,yes
22127,treatment,new page,yes
13097,control,old page,no
19713,treatment,new page,no
12781,control,old page,yes
21808,treatment,new page,no
11985,control,old page,no
19763,treatment,new page,no
22136,treatment,new page,no
12307,control,old page,yes
20105,treatment,new page,no
21059,treatment,new page,no
21606,treatment,new page,no
20136,treatment,new page,yes
13407,control,old page,no
13283,control,old page,no
21425,treatment,new page,no
12271,control,old page,no
12464,control,old page,no
20922,treatment,new page,no
13106,control,old page,no
11887,control,old page,no
12989,control,old page,yes
13361,control,old page,no
18899,treatment,new page,yes
20166,treatment,new page,no
22059,treatment,new page,no
19231,treatment,new page,no
20975,treatment,new page,yes
21878,treatment,new page,no
13412,control,old page,no
20833,treatment,new page,no
21413,treatment,new page,no
12795,control,old page,yes
21999,treatment,new page,no
12397,control,old page,no
21614,treatment,new page,yes
12319,control,old page,yes
21384,treatment,new page,yes
11947,control,old page,no
21139,treatment,new page,yes
21122,treatment,new page,yes
21513,treatment,new page,no
11953,control,old page,no
19925,treatment,new page,no
12819,control,old page,no
20295,treatment,new page,yes
12973,control,old page,no
19183,treatment,new page,no
13177,control,old page,no
12190,control,old page,no
19511,treatment,new page,no
21654,treatment,new page,no
20030,treatment,new page,no
18925,treatment,new page,no
12858,control,old page,yes
13362,control,old page,no
12995,control,old page,yes
13201,control,old page,no
21667,treatment,new page,yes
11936,control,old page,no
20577,treatment,new page,no
20768,treatment,new page,no
13389,control,old page,no
12130,control,old page,no
22450,treatment,new page,no
12609,control,old page,no
12999,control,old page,no
19325,treatment,new page,no
22088,treatment,new page,no
11942,control,old page,yes
19387,treatment,new page,no
12028,control,old page,no
20876,treatment,new page,yes
21235,treatment,new page,yes
12894,control,old page,no
19236,treatment,new page,yes
18970,treatment,new page,no
13098,control,old page,no
12538,control,old page,no
12183,control,old page,no
12723,control,old page,yes
13060,control,old page,no
12775,control,old page,yes
12849,control,old page,no
20529,treatment,new page,no
19171,treatment,new page,no
21714,treatment,new page,no
12671,control,old page,no
20277,treatment,new page,no
12313,control,old page,no
19889,treatment,new page,no
18932,treatment,new page,yes
20339,treatment,new page,yes
22098,treatment,new page,no
19199,treatment,new page,no
20038,treatment,new page,no
22093,treatment,new page,yes
12179,control,old page,no
20941,treatment,new page,no
22285,treatment,new page,yes
20797,treatment,new page,yes
12176,control,old page,yes
22288,treatment,new page,no
21442,treatment,new page,no
20910,treatment,new page,yes
20269,treatment,new page,no
13096,control,old page,no
21820,treatment,new page,no
12291,control,old page,yes
12965,control,old page,yes
20872,treatment,new page,no
22426,treatment,new page,no
20648,treatment,new page,yes
19546,treatment,new page,no
20691,treatment,new page,no
19154,treatment,new page,yes
20026,treatment,new page,no
12305,control,old page,yes
20106,treatment,new page,yes
19942,treatment,new page,yes
20250,treatment,new page,no
12299,control,old page,no
19968,treatment,new page,yes
20252,treatment,new page,no
21124,treatment,new page,no
20059,treatment,new page,yes
12297,control,old page,yes
11907,control,old page,yes
13018,control,old page,no
19014,treatment,new page,yes
12802,control,old page,no
13154,control,old page,yes
12316,control,old page,no
20346,treatment,new page,no
12343,control,old page,no
22281,treatment,new page,no
12173,control,old page,no
12027,control,old page,no
13251,control,old page,yes
13306,control,old page,yes
12733,control,old page,no
13371,control,old page,yes
12819,control,old page,no
12250,control,old page,no
12156,control,old page,no
20635,treatment,new page,yes
20356,treatment,new page,no
11978,control,old page,no
13422,control,old page,yes
12765,control,old page,no
19922,treatment,new page,yes
13416,control,old page,no
12720,control,old page,no
20802,treatment,new page,no
21096,treatment,new page,no
12722,control,old page,no
20079,treatment,new page,yes
12825,control,old page,no
20281,treatment,new page,no
11965,control,old page,no
12770,control,old page,yes
12944,control,old page,no
19652,treatment,new page,no
12724,control,old page,yes
12554,control,old page,no
19549,treatment,new page,no
13132,control,old page,no
12849,control,old page,no
12536,control,old page,no
12885,control,old page,no
19867,treatment,new page,no
12454,control,old page,no
21732,treatment,new page,yes
19906,treatment,new page,no
12593,control,old page,yes
12722,control,old page,no
12559,control,old page,yes
20101,treatment,new page,no
13405,control,old page,no
13295,control,old page,no
20659,treatment,new page,no
22177,treatment,new page,no
12319,control,old page,no
22332,treatment,new page,no
12883,control,old page,no
22305,treatment,new page,no
12469,control,old page,no
19898,treatment,new page,no
13071,control,old page,no
12761,control,old page,no
11950,control,old page,no
12128,control,old page,no
12542,control,old page,no
20322,treatment,new page,yes
12287,control,old page,no
12637,control,old page,no
13180,control,old page,no
21156,treatment,new page,no
12096,control,old page,no
11880,control,old page,no
12978,control,old page,no
13299,control,old page,no
19028,treatment,new page,yes
21286,treatment,new page,yes
19712,treatment,new page,no
11997,control,old page,no
19481,treatment,new page,yes
12621,control,old page,yes
19378,treatment,new page,yes
19341,treatment,new page,no
21332,treatment,new page,no
13013,control,old page,yes
13011,control,old page,yes
12641,control,old page,yes
19917,treatment,new page,yes
12619,control,old page,no
13008,control,old page,no
22014,treatment,new page,yes
12537,control,old page,yes
12168,control,old page,no
20223,treatment,new page,no
12575,control,old page,no
13432,control,old page,no
19395,treatment,new page,no
18961,treatment,new page,no
21387,treatment,new page,no
12124,control,old page,yes
18923,treatment,new page,no
13294,control,old page,no
21912,treatment,new page,yes
12111,control,old page,no
13449,control,old page,no
22002,treatment,new page,no
20093,treatment,new page,no
12497,control,old page,yes
21223,treatment,new page,no
22040,treatment,new page,no
19359,treatment,new page,yes
12373,control,old page,no
13379,control,old page,yes
13220,control,old page,no
12403,control,old page,no
12298,control,old page,no
19554,treatment,new page,no
13285,control,old page,no
13417,control,old page,no
22112,treatment,new page,no
12544,control,old page,no
20342,treatment,new page,no
12119,control,old page,yes
21515,treatment,new page,no
12530,control,old page,no
20419,treatment,new page,no
13069,control,old page,no
21782,treatment,new page,no
19792,treatment,new page,no
12264,control,old page,no
13077,control,old page,no
20507,treatment,new page,no
21278,treatment,new page,no
13048,control,old page,no
12879,control,old page,no
21137,treatment,new page,yes
11949,control,old page,no
22045,treatment,new page,no
21662,treatment,new page,no
19458,treatment,new page,yes
12898,control,old page,no
21392,treatment,new page,no
20036,treatment,new page,no
21772,treatment,new page,yes
21195,treatment,new page,no
21784,treatment,new page,no
11916,control,old page,no
12188,control,old page,yes
13398,control,old page,no
21112,treatment,new page,no
11911,control,old page,no
12705,control,old page,no
12837,control,old page,no
12661,control,old page,yes
13144,control,old page,no
13313,control,old page,yes
12364,control,old page,no
12872,control,old page,no
12886,control,old page,no
12721,control,old page,no
13306,control,old page,yes
12143,control,old page,no
19655,treatment,new page,no
12762,control,old page,no
12950,control,old page,yes
12544,control,old page,yes
13441,control,old page,no
20724,treatment,new page,no
22035,treatment,new page,yes
19992,treatment,new page,no
20021,treatment,new page,no
12014,control,old page,yes
20474,treatment,new page,yes
13226,control,old page,no
12093,control,old page,yes
21972,treatment,new page,yes
12461,control,old page,yes
19606,treatment,new page,no
21187,treatment,new page,no
19939,treatment,new page,no
12314,control,old page,no
21421,treatment,new page,no
22391,treatment,new page,yes
13254,control,old page,yes
13207,control,old page,no
13107,control,old page,no
20257,treatment,new page,yes
11879,control,old page,no
21108,treatment,new page,no
20012,treatment,new page,yes
11968,control,old page,no
12421,control,old page,no
12902,control,old page,yes
21146,treatment,new page,no
19240,treatment,new page,no
22119,treatment,new page,yes
12583,control,old page,no
19031,treatment,new page,no
13081,control,old page,no
21785,treatment,new page,no
19953,treatment,new page,no
13411,control,old page,yes
19383,treatment,new page,no
12873,control,old page,no
12639,control,old page,no
19821,treatment,new page,no
12829,control,old page,no
12500,control,old page,no
12858,control,old page,no
22308,treatment,new page,no
21890,treatment,new page,no
21016,treatment,new page,no
18975,treatment,new page,no
22081,treatment,new page,no
20667,treatment,new page,no
12512,control,old page,no
12553,control,old page,yes
19293,treatment,new page,no
12542,control,old page,yes
20972,treatment,new page,yes
20660,treatment,new page,no
20353,treatment,new page,no
20226,treatment,new page,no
13029,control,old page,no
12790,control,old page,no
19474,treatment,new page,no
20498,treatment,new page,yes
13141,control,old page,no
19681,treatment,new page,no
12302,control,old page,no
22071,treatment,new page,no
13130,control,old page,no
12122,control,old page,yes
22254,treatment,new page,yes
12240,control,old page,no
12107,control,old page,no
12372,control,old page,yes
12514,control,old page,no
22143,treatment,new page,no
12856,control,old page,no
19563,treatment,new page,no
12732,control,old page,no
13238,control,old page,no
21079,treatment,new page,yes
11963,control,old page,no
13289,control,old page,no
19835,treatment,new page,no
19977,treatment,new page,no
19611,treatment,new page,yes
19847,treatment,new page,no
12637,control,old page,yes
20496,treatment,new page,yes
13278,control,old page,yes
20296,treatment,new page,no
12193,control,old page,yes
22315,treatment,new page,no
21103,treatment,new page,no
12444,control,old page,no
12274,control,old page,no
12261,control,old page,no
21069,treatment,new page,yes
13326,control,old page,no
13135,control,old page,yes
11877,control,old page,no
11946,control,old page,no
19286,treatment,new page,yes
12486,control,old page,yes
12619,control,old page,no
12454,control,old page,yes
12943,control,old page,no
21180,treatment,new page,no
12295,control,old page,no
12784,control,old page,yes
11915,control,old page,no
12209,control,old page,yes
19795,treatment,new page,yes
19065,treatment,new page,no
22414,treatment,new page,yes
12683,control,old page,no
13285,control,old page,no
13394,control,old page,yes
13338,control,old page,no
11941,control,old page,no
12847,control,old page,no
13313,control,old page,yes
19518,treatment,new page,no
12061,control,old page,no
12427,control,old page,no
11892,control,old page,no
20286,treatment,new page,no
12282,control,old page,no
22433,treatment,new page,no
13134,control,old page,no
20737,treatment,new page,no
12392,control,old page,no
21572,treatment,new page,no
20358,treatment,new page,yes
22312,treatment,new page,yes
12445,control,old page,no
19193,treatment,new page,no
12680,control,old page,yes
21141,treatment,new page,yes
13137,control,old page,no
12667,control,old page,no
12676,control,old page,no
21920,treatment,new page,yes
13353,control,old page,yes
12703,control,old page,no
12518,control,old page,no
21343,treatment,new page,no
22279,treatment,new page,yes
12941,control,old page,yes
19635,treatment,new page,yes
13386,control,old page,no
20809,treatment,new page,no
11905,control,old page,yes
12765,control,old page,no
12418,control,old page,no
21055,treatment,new page,no
20866,treatment,new page,no
12478,control,old page,yes
13104,control,old page,yes
22018,treatment,new page,no
12224,control,old page,no
18956,treatment,new page,no
12981,control,old page,no
21608,treatment,new page,no
19662,treatment,new page,no
12350,control,old page,yes
22020,treatment,new page,no
18930,treatment,new page,no
12022,control,old page,no
13411,control,old page,no
12718,control,old page,no
13124,control,old page,no
12615,control,old page,no
21153,treatment,new page,yes
12871,control,old page,yes
12630,control,old page,no
19428,treatment,new page,no
11932,control,old page,no
19983,treatment,new page,no
12361,control,old page,yes
19958,treatment,new page,no
12818,control,old page,yes
19221,treatment,new page,no
19156,treatment,new page,no
19631,treatment,new page,yes
19934,treatment,new page,no
12216,control,old page,no
19783,treatment,new page,no
12235,control,old page,no
13205,control,old page,no
19956,treatment,new page,no
13114,control,old page,no
21741,treatment,new page,no
12284,control,old page,yes
13272,control,old page,yes
13302,control,old page,no
13099,control,old page,yes
12020,control,old page,no
11976,control,old page,no
21375,treatment,new page,no
20407,treatment,new page,no
20995,treatment,new page,yes
11980,control,old page,no
11927,control,old page,no
12412,control,old page,no
12224,control,old page,no
19775,treatment,new page,no
12843,control,old page,no
22435,treatment,new page,yes
13049,control,old page,no
12416,control,old page,no
12095,control,old page,yes
12091,control,old page,no
12001,control,old page,no
12513,control,old page,yes
20676,treatment,new page,no
13261,control,old page,no
12545,control,old page,no
22373,treatment,new page,no
20539,treatment,new page,no
21211,treatment,new page,no
13324,control,old page,yes
20428,treatment,new page,no
12632,control,old page,no
13284,control,old page,no
20869,treatment,new page,no
20590,treatment,new page,no
11908,control,old page,no
20108,treatment,new page,no
12435,control,old page,yes
21616,treatment,new page,yes
20657,treatment,new page,yes
12888,control,old page,no
19710,treatment,new page,no
19729,treatment,new page,no
12321,control,old page,no
22114,treatment,new page,no
19720,treatment,new page,yes
20761,treatment,new page,no
13392,control,old page,no
11922,control,old page,no
13448,control,old page,yes
21399,treatment,new page,no
19168,treatment,new page,yes
13211,control,old page,no
13050,control,old page,no
13105,control,old page,yes
21609,treatment,new page,yes
12706,control,old page,no
19103,treatment,new page,no
22428,treatment,new page,no
12250,control,old page,yes
12114,control,old page,no
12925,control,old page,no
12776,control,old page,yes
12929,control,old page,yes
11884,control,old page,yes
12888,control,old page,no
19105,treatment,new page,no
13148,control,old page,no
22204,treatment,new page,no
13216,control,old page,no
22408,treatment,new page,no
19207,treatment,new page,yes
13359,control,old page,no
19876,treatment,new page,no
12757,control,old page,no
21247,treatment,new page,no
11952,control,old page,yes
21071,treatment,new page,no
13001,control,old page,no
20035,treatment,new page,no
21284,treatment,new page,yes
12128,control,old page,no
12446,control,old page,no
19016,treatment,new page,no
19553,treatment,new page,yes
13454,control,old page,no
12304,control,old page,no
21113,treatment,new page,yes
20854,treatment,new page,no
12624,control,old page,no
22397,treatment,new page,yes
20224,treatment,new page,yes
12998,control,old page,no
11992,control,old page,no
20472,treatment,new page,no
13279,control,old page,no
20132,treatment,new page,no
20454,treatment,new page,yes
12742,control,old page,no
20888,treatment,new page,yes
20433,treatment,new page,no
12216,control,old page,no
13412,control,old page,no
20919,treatment,new page,no
21561,treatment,new page,yes
13217,control,old page,yes
12578,control,old page,no
19082,treatment,new page,no
12959,control,old page,no
21093,treatment,new page,no
11944,control,old page,no
19151,treatment,new page,no
13453,control,old page,no
12180,control,old page,no
11975,control,old page,yes
21582,treatment,new page,no
20985,treatment,new page,yes
20857,treatment,new page,no
12955,control,old page,yes
13008,control,old page,no
21202,treatment,new page,yes
20392,treatment,new page,yes
13278,control,old page,no
21175,treatment,new page,no
21661,treatment,new page,yes
19725,treatment,new page,yes
19599,treatment,new page,no
19269,treatment,new page,no
19472,treatment,new page,no
21411,treatment,new page,yes
13045,control,old page,no
21107,treatment,new page,no
11999,control,old page,no
12211,control,old page,no
13250,control,old page,yes
12184,control,old page,yes
21349,treatment,new page,yes
20402,treatment,new page,no
20209,treatment,new page,no
21584,treatment,new page,no
12686,control,old page,no
12568,control,old page,no
13320,control,old page,no
13317,control,old page,yes
13352,control,old page,no
12041,control,old page,no
12928,control,old page,no
12576,control,old page,no
20679,treatment,new page,yes
12855,control,old page,no
12067,control,old page,yes
19009,treatment,new page,yes
12914,control,old page,no
12391,control,old page,no
12737,control,old page,no
12704,control,old page,no
12907,control,old page,no
18898,treatment,new page,no
12056,control,old page,no
19447,treatment,new page,no
20688,treatment,new page,yes
20626,treatment,new page,no
12486,control,old page,no
13064,control,old page,no
21221,treatment,new page,yes
19571,treatment,new page,yes
21019,treatment,new page,no
12161,control,old page,yes
21165,treatment,new page,no
12110,control,old page,no
19370,treatment,new page,no
20751,treatment,new page,no
12675,control,old page,yes
12477,control,old page,yes
19147,treatment,new page,yes
20385,treatment,new page,no
12493,control,old page,no
13242,control,old page,no
13406,control,old page,no
12954,control,old page,no
12958,control,old page,no
19995,treatment,new page,no
20457,treatment,new page,yes
12110,control,old page,no
12308,control,old page,no
13239,control,old page,no
11919,control,old page,no
12167,control,old page,no
11898,control,old page,no
12608,control,old page,no
12145,control,old page,no
12961,control,old page,no
21182,treatment,new page,no
12937,control,old page,no
12532,control,old page,no
19797,treatment,new page,no
20607,treatment,new page,no
12197,control,old page,no
12452,control,old page,yes
20681,treatment,new page,no
19267,treatment,new page,yes
12606,control,old page,no
21568,treatment,new page,no
13276,control,old page,no
21161,treatment,new page,no
11912,control,old page,no
12840,control,old page,no
13418,control,old page,no
22278,treatment,new page,no
12699,control,old page,no
20098,treatment,new page,no
13388,control,old page,no
19021,treatment,new page,yes
12098,control,old page,no
19055,treatment,new page,yes
12076,control,old page,no
22245,treatment,new page,no
12140,control,old page,yes
13092,control,old page,no
20604,treatment,new page,no
12074,control,old page,no
22437,treatment,new page,yes
20006,treatment,new page,yes
21414,treatment,new page,no
12068,control,old page,no
19819,treatment,new page,yes
12933,control,old page,yes
19084,treatment,new page,no
21170,treatment,new page,yes
13399,control,old page,no
13413,control,old page,no
22032,treatment,new page,no
12800,control,old page,yes
11895,control,old page,yes
19192,treatment,new page,no
20951,treatment,new page,no
13304,control,old page,no
20980,treatment,new page,yes
12729,control,old page,no
21419,treatment,new page,no
20195,treatment,new page,no
12943,control,old page,no
19848,treatment,new page,yes
13439,control,old page,yes
11987,control,old page,no
12752,control,old page,no
13292,control,old page,no
12438,control,old page,no
22247,treatment,new page,no
19303,treatment,new page,no
12000,control,old page,no
21708,treatment,new page,no
12357,control,old page,no
11915,control,old page,no
12149,control,old page,yes
12081,control,old page,yes
12238,control,old page,yes
12231,control,old page,no
19438,treatment,new page,yes
20187,treatment,new page,no
19686,treatment,new page,no
13356,control,old page,no
12635,control,old page,no
12181,control,old page,yes
13173,control,old page,yes
12450,control,old page,yes
12317,control,old page,no
12138,control,old page,no
20009,treatment,new page,yes
20192,treatment,new page,yes
22223,treatment,new page,yes
20939,treatment,new page,no
20325,treatment,new page,no
20806,treatment,new page,no
19638,treatment,new page,yes
13016,control,old page,no
20481,treatment,new page,no
21098,treatment,new page,no
21378,treatment,new page,no
19780,treatment,new page,no
12457,control,old page,yes
21043,treatment,new page,no
11892,control,old page,no
12352,control,old page,no
12797,control,old page,no
12310,control,old page,yes
19751,treatment,new page,no
12786,control,old page,no
13273,control,old page,no
19330,treatment,new page,no
13227,control,old page,yes
13281,control,old page,yes
22023,treatment,new page,no
19260,treatment,new page,no
19245,treatment,new page,no
20989,treatment,new page,no
12190,control,old page,no
12684,control,old page,no
19294,treatment,new page,yes
13266,control,old page,yes
20383,treatment,new page,no
19462,treatment,new page,no
22423,treatment,new page,yes
21231,treatment,new page,no
12861,control,old page,no
20137,treatment,new page,yes
22209,treatment,new page,yes
19390,treatment,new page,no
19211,treatment,new page,no
11896,control,old page,no
11969,control,old page,yes
12586,control,old page,no
12799,control,old page,no
20804,treatment,new page,no
19761,treatment,new page,yes
12617,control,old page,no
12559,control,old page,yes
12889,control,old page,yes
13392,control,old page,no
21751,treatment,new page,no
20173,treatment,new page,yes
13182,control,old page,no
13261,control,old page,yes
20503,treatment,new page,no
13016,control,old page,yes
21517,treatment,new page,no
12830,control,old page,no
12478,control,old page,no
21505,treatment,new page,no
19089,treatment,new page,no
19034,treatment,new page,no
19385,treatment,new page,yes
11966,control,old page,no
22141,treatment,new page,no
20669,treatment,new page,no
12394,control,old page,no
20583,treatment,new page,no
22042,treatment,new page,no
13390,control,old page,yes
20083,treatment,new page,no
18963,treatment,new page,yes
19595,treatment,new page,no
13257,control,old page,no
19670,treatment,new page,no
19929,treatment,new page,yes
12846,control,old page,yes
19807,treatment,new page,yes
21577,treatment,new page,yes
13194,control,old page,no
13368,control,old page,no
19017,treatment,new page,no
22122,treatment,new page,no
13068,control,old page,no
20599,treatment,new page,no
12109,control,old page,yes
19841,treatment,new page,no
19311,treatment,new page,no
21915,treatment,new page,yes
13150,control,old page,no
11935,control,old page,yes
12494,control,old page,no
12982,control,old page,no
12501,control,old page,yes
11978,control,old page,yes
12370,control,old page,no
13197,control,old page,no
12293,control,old page,no
20813,treatment,new page,no
19366,treatment,new page,yes
12946,control,old page,no
13160,control,old page,no
12175,control,old page,no
13348,control,old page,no
12104,control,old page,no
12288,control,old page,yes
21310,treatment,new page,yes
12388,control,old page,no
12242,control,old page,yes
21353,treatment,new page,yes
19399,treatment,new page,yes
12647,control,old page,no
13424,control,old page,no
19602,treatment,new page,yes
13336,control,old page,no
12265,control,old page,no
12257,control,old page,no
20549,treatment,new page,no
12207,control,old page,no
13160,control,old page,yes
12705,control,old page,no
20654,treatment,new page,no
20977,treatment,new page,yes
19732,treatment,new page,no
12329,control,old page,no
12402,control,old page,no
19404,treatment,new page,no
13317,control,old page,no
20874,treatment,new page,no
12814,control,old page,no
20601,treatment,new page,yes
13145,control,old page,no
13440,control,old page,yes
21926,treatment,new page,no
13075,control,old page,no
12712,control,old page,no
12643,control,old page,no
11929,control,old page,no
20424,treatment,new page,no
19616,treatment,new page,no
20999,treatment,new page,no
21936,treatment,new page,no
13168,control,old page,no
12390,control,old page,no
21895,treatment,new page,no
12961,control,old page,no
20546,treatment,new page,yes
12152,control,old page,yes
12460,control,old page,no
20247,treatment,new page,no
22430,treatment,new page,no
20773,treatment,new page,yes
12750,control,old page,no
12314,control,old page,no
12578,control,old page,no
20864,treatment,new page,no
18896,treatment,new page,no
11977,control,old page,no
21601,treatment,new page,no
12089,control,old page,no
12772,control,old page,no
21190,treatment,new page,no
20568,treatment,new page,no
12183,control,old page,no
12220,control,old page,no
12770,control,old page,no
12541,control,old page,no
13225,control,old page,no
12192,control,old page,yes
21199,treatment,new page,yes
21797,treatment,new page,no
12789,control,old page,no
20476,treatment,new page,no
19120,treatment,new page,no
19320,treatment,new page,yes
13007,control,old page,no
21006,treatment,new page,no
19973,treatment,new page,yes
22348,treatment,new page,yes
12768,control,old page,no
21050,treatment,new page,no
12808,control,old page,no
12339,control,old page,no
13049,control,old page,no
12502,control,old page,yes
12282,control,old page,yes
